Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Jules Koundé,fr FRA,DF,Barcelona,24-158,1998,19.5,1.23,0.82,0.56,0.51,0.15,0.92,2.15,2.41,0.1
Robin Le Normand,fr FRA,DF,Real Sociedad,26-159,1996,24.1,1.24,0.75,0.91,0.25,0.08,1.12,2.37,2.9,0
Florian Lejeune,fr FRA,DF,Rayo Vallecano,31-334,1991,24.2,0.91,0.54,0.66,0.21,0.04,0.54,1.45,4.34,0
Iñigo Lekue,es ESP,DF,Athletic Club,29-350,1993,13.9,1.65,1.15,1.37,0.29,0,0.94,2.59,2.23,0.07
Pol Lirola,es ESP,DF,Elche,25-249,1997,6.8,1.76,0.88,1.18,0.44,0.15,1.03,2.79,1.91,0
David López,es ESP,DF,Girona,33-192,1989,14.9,1.54,1.01,0.87,0.6,0.07,0.6,2.15,3.69,0.07
José Luis Gayà,es ESP,DF,Valencia,27-329,1995,22.1,2.49,1.36,1.95,0.45,0.09,0.77,3.26,1.72,0
Pablo Maffeo,es ESP,DF,Mallorca,25-281,1997,25.1,2.07,1.39,1.39,0.48,0.2,0.72,2.79,2.11,0
Lisandro Magallán,ar ARG,DF,Elche,29-204,1993,4.5,2.22,0.89,0.89,0.89,0.44,1.11,3.33,2.22,0
Hugo Mallo,es ESP,DF,Celta Vigo,31-301,1991,19.4,2.27,1.24,1.39,0.62,0.26,0.98,3.25,3.04,0
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29-088,1994,20.6,3.2,2.09,2.23,0.92,0.05,1.46,4.66,2.86,0
Aïssa Mandi,dz ALG,DF,Villarreal,31-179,1991,8.4,1.43,0.95,1.07,0.24,0.12,1.55,2.98,3.81,0
Marcão,br BRA,DF,Sevilla,26-318,1996,4.2,0.48,0.48,0.24,0.24,0,1.43,1.9,3.33,0
Óscar de Marcos,es ESP,DF,Athletic Club,34-005,1989,23.8,1.97,0.92,1.01,0.67,0.29,0.92,2.9,1.81,0
José María Giménez,uy URU,DF,Atlético Madrid,28-089,1995,18.9,1.43,0.9,1.01,0.37,0.05,1.06,2.49,5.24,0.05
Carlos Martín,es ESP,DF,Atlético Madrid,20-362,2002,0.1,0,0,0,0,0,0,0,0,0
Arnau Martinez,es ESP,DF,Girona,19-359,2003,22.5,2.27,1.47,1.38,0.58,0.31,0.76,3.02,1.91,0.04
Iñigo Martínez,es ESP,DF,Athletic Club,31-337,1991,13.9,1.22,0.5,0.72,0.5,0,1.29,2.52,3.74,0
Roger Martínez,es ESP,DF,Espanyol,19-014,2004,0.1,0,0,0,0,0,0,0,0,0
Mamadou Mbaye,sn SEN,DF,Cádiz,24-295,1998,6.2,0.97,0.48,0.65,0.32,0,0.48,1.45,6.45,0.16
Houboulang Mendes,fr FRA,DF,Almería,24-350,1998,8.8,2.05,1.14,1.82,0.23,0,0.57,2.61,2.5,0.11
Ferland Mendy,fr FRA,DF,Real Madrid,27-315,1995,12.8,1.33,0.7,0.94,0.39,0,1.02,2.34,0.94,0
Jorge Meré,es ESP,DF,Cádiz,26-002,1997,1.4,2.86,1.43,2.14,0.71,0,0,2.86,5.71,0
Éder Militão,br BRA,DF,Real Madrid,25-091,1998,22,1.59,1.09,0.91,0.55,0.14,1.41,3,4.05,0.05
Óscar Mingueza,es ESP,DF,Celta Vigo,23-341,1999,12.7,2.6,1.34,1.89,0.63,0.08,0.79,3.39,1.97,0
Juan Miranda,es ESP,DF,Betis,23-090,2000,9.7,1.65,1.03,1.13,0.41,0.1,1.34,2.99,3.81,0
Stefan Mitrović,rs SRB,DF,Getafe,32-332,1990,12.6,0.4,0.24,0.32,0.08,0,0.87,1.27,5.16,0.16
Johan Mojica,co COL,DF,Villarreal,30-241,1992,6.8,1.76,1.32,1.18,0.44,0.15,0.59,2.35,1.91,0.15
Nahuel Molina,ar ARG,DF,Atlético Madrid,25-013,1998,22.9,2.18,1.44,1.14,0.74,0.31,0.44,2.62,1.92,0.04
César Montes,mx MEX,DF,Espanyol,26-054,1997,10.5,0.95,0.57,0.67,0.29,0,0.95,1.9,5.71,0
Gonzalo Montiel,ar ARG,DF,Sevilla,26-108,1997,11.3,1.24,0.62,0.62,0.62,0,1.06,2.3,1.5,0
Martín Montoya,es ESP,DF,Betis,32-005,1991,3,3,2,2,1,0,1.33,4.33,2.67,0
Álex Moreno,es ESP,DF,Betis,29-315,1993,15,1.93,1.47,1.27,0.67,0,1.13,3.07,2.6,0
Diego Moreno,es ESP,DF,Osasuna,21-302,2001,6,0.67,0.67,0.33,0.33,0,0.17,0.83,2.67,0
Cristhian Mosquera,co COL,DF,Valencia,18-296,2004,1.6,2.5,1.25,1.88,0.63,0,0.63,3.13,3.13,0
Abdul Mumin,gh GHA,DF,Rayo Vallecano,24-317,1998,4.7,1.06,0.85,0.43,0.64,0,1.06,2.13,2.34,0.21
Aihen Muñoz,es ESP,DF,Real Sociedad,25-246,1997,12.7,2.2,1.26,1.1,0.94,0.16,0.39,2.6,2.13,0
Nacho,es ESP,DF,Real Madrid,33-091,1990,12.3,1.06,0.81,0.65,0.41,0,0.89,1.95,2.28,0
Matija Nastasić,rs SRB,DF,Mallorca,30-022,1993,9.6,1.04,0.83,0.73,0.1,0.21,1.88,2.92,3.96,0.1
Tanguy Nianzou,fr FRA,DF,Sevilla,20-316,2002,13.7,1.31,0.95,0.73,0.51,0.07,1.02,2.34,2.55,0.22
Unai Núñez,es ESP,DF,Celta Vigo,26-079,1997,27,1.3,0.93,0.7,0.52,0.07,2.11,3.41,3.96,0.04
Álvaro Odriozola,es ESP,DF,Real Madrid,27-126,1995,0.4,0,0,0,0,0,0,0,0,0
Lucas Olaza,uy URU,DF,Valladolid,28-272,1994,13.6,1.62,0.96,0.74,0.74,0.15,0.96,2.57,2.06,0
Brian Oliván,es ESP,DF,Espanyol,29-018,1994,21.3,1.88,1.08,1.22,0.47,0.19,0.85,2.72,2.3,0
