Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Marios Oikonomou,gr GRE,DF,Sampdoria,30-195,1992,0.2,0,0,0,0,0,0,0,0,1
Caleb Okoli,it ITA,DF,Atalanta,21-280,2001,9.4,0,0,0,0,0,9,1,0,13
Mathías Olivera,uy URU,DF,Napoli,25-170,1997,11.4,2,2,1.5,0,20,61,9,3,58
Fabiano Parisi,it ITA,DF,Empoli,22-161,2000,25.5,0,1.3,1.3,-1.3,18,90,34,10,136
Patric,es ESP,DF,Lazio,30-002,1993,12.9,0,0,0.1,0,1,24,2,0,21
Luca Pellegrini,it ITA,DF,Lazio,24-043,1999,0.1,0,0,0,0,0,2,0,0,1
Nehuén Pérez,ar ARG,DF,Udinese,22-299,2000,24.3,0,0.4,0.4,-0.4,8,92,6,3,93
Giuseppe Pezzella,it ITA,DF,Lecce,25-141,1997,9.1,1,0.5,0.3,+0.5,5,39,10,4,58
Lorenzo Pirola,it ITA,DF,Salernitana,21-058,2002,14.6,0,0.4,0.4,-0.4,3,32,2,0,35
Marin Pongračić,hr CRO,DF,Lecce,25-220,1997,8.8,0,0.1,0,-0.1,2,16,2,0,19
Stefan Posch,at AUT,DF,Bologna,25-340,1997,21.9,2,2,1.8,0,23,90,25,6,122
Giacomo Quagliata,it ITA,DF,Cremonese,23-059,2000,6.3,1,0.9,0.8,+0.1,10,19,10,8,27
Luca Ranieri,it ITA,DF,Fiorentina,23-361,1999,3.3,0,0,0,0,1,10,0,0,5
Andrea Ranocchia,it ITA,DF,Monza,35-062,1988,0.5,0,0,0,0,0,2,0,0,0
Arkadiusz Reca,pl POL,DF,Spezia,27-306,1995,18.2,1,1.3,1.4,-0.3,15,53,22,17,58
Panagiotis Retsos,gr GRE,DF,Hellas Verona,24-253,1998,1.4,0,0,0,0,1,3,0,0,2
Ricardo Rodríguez,ch SUI,DF,Torino,30-237,1992,22.7,0,1.6,2,-1.6,24,97,19,9,113
Rogério,br BRA,DF,Sassuolo,25-096,1998,26.3,2,1.5,1.5,+0.5,19,104,36,19,135
Alessio Romagnoli,it ITA,DF,Lazio,28-097,1995,25.7,0,0.1,0.3,-0.1,2,67,3,0,41
Simone Romagnoli,it ITA,DF,Lecce,33-069,1990,0.3,0,0,0,0,0,1,0,0,2
Amir Rrahmani,xk KVX,DF,Napoli,29-054,1994,21.2,1,0.8,0.4,+0.2,9,87,2,0,92
Ruan,br BRA,DF,Sassuolo,23-316,1999,13.3,0,0,0.3,0,0,9,0,0,10
Daniele Rugani,it ITA,DF,Juventus,28-264,1994,3.9,0,0,0,0,0,7,0,0,5
Mário Rui,pt POR,DF,Napoli,31-327,1991,18.6,6,3.9,4,+2.1,45,137,50,15,147
Junior Sambia,fr FRA,DF,Salernitana,26-224,1996,6.5,0,0.9,0.5,-0.9,3,12,8,1,26
Alex Sandro,br BRA,DF,Juventus,32-083,1991,17.2,1,0.9,1,+0.1,11,75,7,2,87
Giorgio Scalvini,it ITA,DF,Atalanta,19-129,2003,18.8,0,0.1,0.6,-0.1,4,99,12,2,117
