Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Javi,es ESP,DF,Girona,24-352,1998,9.5,0.21,0.09,0.05,0.12,0.74,4.74,0.84,0.32,6.63
Juanpe,es ESP,DF,Girona,31-354,1991,11.3,0,0.01,0.03,-0.01,0.09,2.3,0,0,2.65
Kaiky,br BRA,DF,Almería,19-097,2004,6.3,0,0,0,0,0,1.9,0.16,0,1.75
Jules Koundé,fr FRA,DF,Barcelona,24-158,1998,19.5,0.1,0.07,0.08,0.03,0.41,6.72,0.46,0.15,6.21
Robin Le Normand,fr FRA,DF,Real Sociedad,26-159,1996,24.1,0,0,0.02,0,0.12,2.9,0.08,0,3.9
Florian Lejeune,fr FRA,DF,Rayo Vallecano,31-334,1991,24.2,0,0.01,0.02,-0.01,0.29,4.01,0.17,0,2.77
Iñigo Lekue,es ESP,DF,Athletic Club,29-350,1993,13.9,0.07,0.05,0.05,0.02,0.94,3.96,0.65,0.5,4.46
Pol Lirola,es ESP,DF,Elche,25-249,1997,6.8,0,0.1,0.09,-0.1,0.88,1.47,0.44,0.29,2.79
David López,es ESP,DF,Girona,33-192,1989,14.9,0.07,0.03,0.03,0.03,0.47,3.42,0.07,0,3.09
José Luis Gayà,es ESP,DF,Valencia,27-329,1995,22.1,0.09,0.22,0.23,-0.13,2.17,3.39,1.45,1.09,4.21
Pablo Maffeo,es ESP,DF,Mallorca,25-281,1997,25.1,0.16,0.12,0.09,0.04,1.24,1.99,0.96,0.72,2.03
Lisandro Magallán,ar ARG,DF,Elche,29-204,1993,4.5,0,0.02,0.04,-0.02,0.22,2,0.22,0.22,1.56
Hugo Mallo,es ESP,DF,Celta Vigo,31-301,1991,19.4,0.05,0.11,0.12,-0.06,0.77,3.66,1.13,0.57,3.45
Reinildo Mandava,mz MOZ,DF,Atlético Madrid,29-088,1994,20.6,0,0.02,0.04,-0.02,0.44,2.48,0.34,0.15,3.4
Aïssa Mandi,dz ALG,DF,Villarreal,31-179,1991,8.4,0,0.02,0.02,-0.02,0.36,1.79,0.24,0,2.38
Marcão,br BRA,DF,Sevilla,26-318,1996,4.2,0,0,0,0,0,3.81,0,0,3.1
Óscar de Marcos,es ESP,DF,Athletic Club,34-005,1989,23.8,0.21,0.13,0.13,0.08,1.3,5.25,1.72,0.76,6.22
José María Giménez,uy URU,DF,Atlético Madrid,28-089,1995,18.9,0,0.01,0.01,-0.01,0.26,2.49,0,0,2.12
Carlos Martín,es ESP,DF,Atlético Madrid,20-362,2002,0.1,0,0,0,0,0,0,0,0,0
Arnau Martinez,es ESP,DF,Girona,19-359,2003,22.5,0.09,0.14,0.1,-0.05,1.38,2.67,1.07,0.71,3.69
Iñigo Martínez,es ESP,DF,Athletic Club,31-337,1991,13.9,0,0.02,0.01,-0.02,0.36,3.38,0.14,0,4.03
Roger Martínez,es ESP,DF,Espanyol,19-014,2004,0.1,0,0,0,0,0,10,0,0,10
Mamadou Mbaye,sn SEN,DF,Cádiz,24-295,1998,6.2,0,0.02,0.02,-0.02,0.16,1.61,0.32,0,1.61
Houboulang Mendes,fr FRA,DF,Almería,24-350,1998,8.8,0.11,0.03,0.02,0.08,0.45,1.25,0.57,0.34,1.59
Ferland Mendy,fr FRA,DF,Real Madrid,27-315,1995,12.8,0.08,0.05,0.05,0.03,1.02,3.83,0.63,0,3.91
Jorge Meré,es ESP,DF,Cádiz,26-002,1997,1.4,0,0,0,0,0,0,0,0,0.71
Éder Militão,br BRA,DF,Real Madrid,25-091,1998,22,0,0.02,0.03,-0.02,0.23,4.14,0.09,0,2.82
Óscar Mingueza,es ESP,DF,Celta Vigo,23-341,1999,12.7,0,0.09,0.08,-0.09,0.79,4.88,0.87,0.31,4.65
Juan Miranda,es ESP,DF,Betis,23-090,2000,9.7,0,0.15,0.11,-0.15,1.44,3.3,1.75,0.52,4.43
Stefan Mitrović,rs SRB,DF,Getafe,32-332,1990,12.6,0,0,0,0,0,0.56,0,0,0.95
Johan Mojica,co COL,DF,Villarreal,30-241,1992,6.8,0,0.13,0.15,-0.13,1.32,2.65,0.44,0.44,2.79
Nahuel Molina,ar ARG,DF,Atlético Madrid,25-013,1998,22.9,0.04,0.13,0.14,-0.09,1.31,2.53,1.7,0.52,3.93
César Montes,mx MEX,DF,Espanyol,26-054,1997,10.5,0,0,0.02,0,0,2.38,0,0,1.9
Gonzalo Montiel,ar ARG,DF,Sevilla,26-108,1997,11.3,0.18,0.09,0.12,0.09,1.06,3.72,0.62,0.27,3.27
Martín Montoya,es ESP,DF,Betis,32-005,1991,3,0,0.1,0.1,-0.1,0.67,3,0.67,0.33,4
Álex Moreno,es ESP,DF,Betis,29-315,1993,15,0.2,0.1,0.09,0.1,0.6,2.53,0.87,0.27,2.93
Diego Moreno,es ESP,DF,Osasuna,21-302,2001,6,0,0.02,0.03,-0.02,0.33,2.33,0.33,0.17,1.83
Cristhian Mosquera,co COL,DF,Valencia,18-296,2004,1.6,0,0,0,0,0,0,0,0,0.63
Abdul Mumin,gh GHA,DF,Rayo Vallecano,24-317,1998,4.7,0,0,0.02,0,0.21,2.77,0.21,0.21,2.77
Aihen Muñoz,es ESP,DF,Real Sociedad,25-246,1997,12.7,0,0.03,0.06,-0.03,0.71,1.97,0.94,0.55,2.52
Nacho,es ESP,DF,Real Madrid,33-091,1990,12.3,0.08,0.05,0.02,0.03,0.57,4.07,0.57,0,3.9
Matija Nastasić,rs SRB,DF,Mallorca,30-022,1993,9.6,0,0,0.02,0,0,2.5,0.42,0,2.6
Tanguy Nianzou,fr FRA,DF,Sevilla,20-316,2002,13.7,0,0,0.01,0,0.07,4.09,0,0,4.45
Unai Núñez,es ESP,DF,Celta Vigo,26-079,1997,27,0,0,0.01,0,0.11,3.85,0.07,0.04,4.48
Álvaro Odriozola,es ESP,DF,Real Madrid,27-126,1995,0.4,0,0.75,0.25,-0.75,5,2.5,2.5,2.5,5
Lucas Olaza,uy URU,DF,Valladolid,28-272,1994,13.6,0.07,0.07,0.07,0.01,1.03,1.91,1.1,0.51,3.75
Brian Oliván,es ESP,DF,Espanyol,29-018,1994,21.3,0.23,0.17,0.16,0.06,1.22,2.72,1.08,0.85,2.91
