Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Willian,br BRA,FW,Fulham,34-253,1988,18,0.67,0.39,0.39,0.17,0.11,0.5,1.17,0.33,0
Callum Wilson,eng ENG,FW,Newcastle Utd,31-051,1992,15.5,0.45,0.06,0,0.39,0.06,0.06,0.52,0.26,0
Harry Wilson,wls WAL,FW,Fulham,26-028,1997,6.1,2.3,1.48,0.98,0.98,0.33,0.49,2.79,1.15,0
Yoane Wissa,cd COD,FW,Brentford,26-228,1996,13.8,1.01,0.65,0.22,0.51,0.29,0.43,1.45,1.01,0
Chris Wood,nz NZL,FW,Newcastle Utd,31-133,1991,5,1,0.8,0,0.6,0.4,0.2,1.2,1.4,0
Chris Wood,nz NZL,FW,Nott'ham Forest,31-133,1991,4.1,0,0,0,0,0,0.24,0.24,0.49,0
Marc Albrighton,eng ENG,"FW,MF",Leicester City,33-152,1989,2.6,1.54,0.38,0,0.77,0.77,0.38,1.92,1.92,0
Julián Álvarez,ar ARG,"FW,MF",Manchester City,23-078,2000,10.1,1.49,0.89,0.2,0.69,0.59,0.1,1.58,0.4,0
Elliot Anderson,sct SCO,"FW,MF",Newcastle Utd,20-164,2002,2.3,3.91,2.17,2.17,0.87,0.87,1.74,5.65,0,0
Cameron Archer,eng ENG,"FW,MF",Aston Villa,21-272,2001,0.5,0,0,0,0,0,0,0,0,0
André Ayew,gh GHA,"FW,MF",Nott'ham Forest,33-123,1989,2.9,1.38,0.69,0,1.03,0.34,0,1.38,2.07,0
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31-220,1991,23.2,2.59,1.68,0.91,0.82,0.86,0.56,3.15,1.21,0
Leon Bailey,jm JAM,"FW,MF",Aston Villa,25-253,1997,19.3,0.57,0.26,0.21,0.31,0.05,0.26,0.83,0.52,0
Harvey Barnes,eng ENG,"FW,MF",Leicester City,25-131,1997,25.4,0.83,0.51,0.31,0.39,0.12,0.28,1.1,0.31,0
Saïd Benrahma,dz ALG,"FW,MF",West Ham,27-252,1995,18.9,1.06,0.58,0.42,0.32,0.32,0.48,1.53,0.58,0
Jarrod Bowen,eng ENG,"FW,MF",West Ham,26-120,1996,29.9,1.14,0.4,0.37,0.33,0.43,1,2.14,0.64,0
Facundo Buonanotte,ar ARG,"FW,MF",Brighton,18-117,2004,0.6,0,0,0,0,0,0,0,0,0
Chem Campbell,wls WAL,"FW,MF",Wolves,20-110,2002,0.8,2.5,1.25,1.25,1.25,0,1.25,3.75,0,0
Arnaut Danjuma,nl NED,"FW,MF",Tottenham,26-078,1997,0.6,3.33,0,1.67,1.67,0,0,3.33,0,0
Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,26-224,1996,1.2,2.5,0.83,1.67,0.83,0,0.83,3.33,0.83,0
Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,25-155,1997,7.7,1.95,1.3,0.65,0.52,0.78,0.26,2.21,0.78,0
Samuel Edozie,eng ENG,"FW,MF",Southampton,20-081,2003,6.1,2.62,1.48,0.82,1.64,0.16,0.98,3.61,0.98,0
João Félix,pt POR,"FW,MF",Chelsea,23-160,1999,8.8,1.59,0.8,0.57,0.68,0.34,0.11,1.7,0,0.11
Roberto Firmino,br BRA,"FW,MF",Liverpool,31-199,1991,12.6,1.27,0.95,0.16,0.87,0.24,0.48,1.75,0.16,0
Pablo Fornals,es ESP,"FW,MF",West Ham,27-056,1996,12.2,1.8,0.74,0.49,0.66,0.66,0.9,2.7,0.66,0
Alejandro Garnacho,es ESP,"FW,MF",Manchester Utd,18-292,2004,5,0.6,0.2,0,0,0.6,0.8,1.4,0.4,0
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,23-082,2000,2,1.5,0.5,1.5,0,0,0.5,2,1.5,0
Degnand Gnonto,it ITA,"FW,MF",Leeds United,19-165,2003,12.3,1.79,1.22,0.49,0.98,0.33,0.33,2.11,0.57,0
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,22-054,2001,3.5,3.14,2.57,1.14,1.43,0.57,0.29,3.43,0,0.29
Demarai Gray,eng ENG,"FW,MF",Everton,26-295,1996,25.3,1.07,0.83,0.28,0.47,0.32,0.43,1.5,0.63,0
Jack Grealish,eng ENG,"FW,MF",Manchester City,27-221,1995,19.7,1.17,0.71,0.46,0.56,0.15,0.3,1.47,0.36,0
Gonçalo Guedes,pt POR,"FW,MF",Wolves,26-141,1996,7.9,1.01,0.76,0.51,0.38,0.13,0.13,1.14,0.25,0
Jack Harrison,eng ENG,"FW,MF",Leeds United,26-150,1996,24.1,1.54,0.71,0.17,0.62,0.75,0.66,2.2,0.66,0
Kai Havertz,de GER,"FW,MF",Chelsea,23-312,1999,24.6,1.34,0.61,0.16,0.77,0.41,0.28,1.63,1.5,0
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,27-083,1996,8.5,1.41,0.71,0.71,0.47,0.24,0.24,1.65,0.35,0
Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,26-198,1996,9.3,0.65,0.22,0,0.32,0.32,0,0.65,0.75,0
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21-331,2001,28.6,0.77,0.56,0.35,0.17,0.24,0.14,0.91,0.1,0.03
Mateo Joseph,eng ENG,"FW,MF",Leeds United,19-182,2003,0.3,0,0,0,0,0,0,0,3.33,0
Diogo Jota,pt POR,"FW,MF",Liverpool,26-136,1996,8.3,1.93,1.08,0.96,0.6,0.36,0.36,2.29,0.96,0
Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,23-062,2000,4.7,3.62,2.34,1.06,1.91,0.64,0.43,4.04,0.21,0
Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,22-056,2001,3.6,0.28,0,0,0.28,0,0,0.28,0.56,0
Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,30-125,1992,10.3,0.39,0.39,0.19,0.19,0,0.49,0.87,0.39,0
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,32-057,1991,14.4,1.11,0.56,0.21,0.42,0.49,0.35,1.46,0.14,0
Sekou Mara,fr FRA,"FW,MF",Southampton,20-263,2002,5.8,2.41,1.72,0.86,1.38,0.17,0.17,2.59,0.86,0
Dwight McNeil,eng ENG,"FW,MF",Everton,23-148,1999,20.8,2.6,1.68,1.54,0.43,0.63,1.01,3.61,1.25,0
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,22-104,2001,4.9,1.63,1.43,0.2,0.61,0.82,0,1.63,0.41,0
Enock Mwepu,zm ZAM,"FW,MF",Brighton,25-108,1998,2.4,4.17,2.08,0.42,2.5,1.25,0.42,4.58,0.42,0
Pedro Neto,pt POR,"FW,MF",Wolves,23-041,2000,8.3,1.2,0.72,0.48,0.24,0.48,0.36,1.57,0.48,0
Michael Olise,fr FRA,"FW,MF",Crystal Palace,21-128,2001,23.6,2.03,1.19,1.02,0.89,0.13,0.85,2.88,0.55,0
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,29-247,1993,3.7,1.35,1.08,0.27,0.54,0.54,0.27,1.62,1.08,0
Cole Palmer,eng ENG,"FW,MF",Manchester City,20-348,2002,1.7,2.35,0.59,0,1.18,1.18,0.59,2.94,1.18,0
Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21-120,2001,0.6,0,0,0,0,0,0,0,5,0
Daniel Podence,pt POR,"FW,MF",Wolves,27-180,1995,18,1.5,0.94,0.72,0.5,0.28,0.33,1.83,0.33,0
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33-221,1989,0.4,2.5,2.5,0,2.5,0,2.5,5,0,0
Rodrigo,es ESP,"FW,MF",Leeds United,32-044,1991,16.5,0.91,0.42,0.06,0.61,0.24,0.3,1.21,1.03,0.06
Georginio Rutter,fr FRA,"FW,MF",Leeds United,20-364,2002,2.7,3.33,2.96,1.85,1.11,0.37,1.11,4.44,1.11,0
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-025,2000,13.2,0.83,0.53,0.45,0.23,0.15,0.45,1.29,0.38,0
Pablo Sarabia,es ESP,"FW,MF",Wolves,30-343,1992,7.1,1.55,0.85,0.56,0.56,0.42,0.14,1.69,0.28,0
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,23-102,2000,2.7,0.37,0,0,0,0.37,0.74,1.11,1.48,0
Emile Smith Rowe,eng ENG,"FW,MF",Arsenal,22-265,2000,1.4,0.71,0.71,0.71,0,0,0,0.71,1.43,0
Raheem Sterling,eng ENG,"FW,MF",Chelsea,28-132,1994,16.3,0.74,0.43,0.25,0.12,0.37,0.06,0.8,0.18,0
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,21-063,2002,7.8,1.28,0.77,0.26,0.51,0.51,0.26,1.54,0.38,0
Adama Traoré,es ESP,"FW,MF",Wolves,27-084,1996,14.2,0.85,0.42,0.35,0.28,0.21,0.21,1.06,0.63,0
Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,27-225,1995,1.4,0,0,0,0,0,0,0,0,0
Leandro Trossard,be BEL,"FW,MF",Brighton,28-136,1994,14.6,0.68,0.41,0.48,0.07,0.14,0.41,1.1,0.07,0
Deniz Undav,de GER,"FW,MF",Brighton,26-274,1996,2.9,1.38,1.03,0.69,0.34,0.34,0,1.38,0.34,0
Theo Walcott,eng ENG,"FW,MF",Southampton,34-034,1989,7.5,0.93,0.27,0.53,0.27,0.13,0.93,1.87,0.53,0
Wout Weghorst,nl NED,"FW,MF",Manchester Utd,30-255,1992,7.2,0.83,0.42,0.56,0,0.28,0.97,1.81,0.97,0
Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,30-160,1992,22.9,1.31,0.79,0.52,0.48,0.31,0.66,1.97,0.35,0
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,30-031,1993,6.7,2.69,1.49,1.64,0.75,0.3,0.6,3.28,0.75,0.15
Brenden Aaronson,us USA,"MF,FW",Leeds United,22-179,2000,24.5,1.59,0.57,0.53,0.82,0.24,0.16,1.76,0.24,0.04
Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21-021,2002,1,3,2,3,0,0,0,3,0,0
Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20-140,2002,5.7,0.88,0.53,0,0.7,0.18,0.18,1.05,1.4,0
Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,23-139,1999,11.9,2.35,1.34,1.18,0.67,0.5,0.67,3.03,1.26,0
Joe Aribo,ng NGA,"MF,FW",Southampton,26-272,1996,12.8,2.34,1.48,1.09,0.94,0.31,0.63,2.97,0.78,0
Stuart Armstrong,sct SCO,"MF,FW",Southampton,31-020,1992,12.4,1.85,1.13,0.73,0.89,0.24,0.56,2.42,0.56,0
Philip Billing,dk DEN,"MF,FW",Bournemouth,26-312,1996,25.5,2.24,1.29,0.78,1.1,0.35,1.1,3.33,1.96,0.04
Bryan,es ESP,"MF,FW",Tottenham,22-067,2001,1.6,1.88,0.63,1.88,0,0,0.63,2.5,0.63,0
Emi Buendía,ar ARG,"MF,FW",Aston Villa,26-115,1996,21.8,2.2,0.96,0.83,0.87,0.5,0.83,3.03,0.64,0
Fabio Carvalho,pt POR,"MF,FW",Liverpool,20-232,2002,3.8,2.11,2.11,0.79,0.79,0.53,1.32,3.42,0,0
Julio César Enciso,py PAR,"MF,FW",Brighton,19-086,2004,2.9,1.03,0,0,1.03,0,0.34,1.38,0.69,0
Ryan Christie,sct SCO,"MF,FW",Bournemouth,28-056,1995,14.7,1.9,1.29,0.61,1.29,0,1.56,3.47,0.95,0
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,19-181,2003,2.6,4.23,2.31,2.31,1.92,0,1.54,5.77,0.38,0
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,30-311,1992,8.8,2.16,1.59,0.91,0.91,0.34,0.45,2.61,0.23,0
Conor Coventry,ie IRL,"MF,FW",West Ham,23-025,2000,0,0,0,0,0,0,0,0,0,0
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,22-290,2000,7.6,2.63,1.84,1.05,1.18,0.39,1.18,3.82,1.45,0
Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,19-227,2003,0.4,2.5,2.5,2.5,0,0,0,2.5,0,0
Harvey Elliott,eng ENG,"MF,FW",Liverpool,20-015,2003,16.6,1.33,0.84,0.36,0.6,0.36,0.84,2.17,0.42,0
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,28-258,1994,20.5,1.8,1.12,0.68,0.98,0.15,1.02,2.83,1.61,0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24-294,1998,22.3,1.57,0.94,0.63,0.67,0.27,0.4,1.97,0.31,0
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28-223,1994,29,2,1.21,0.72,0.76,0.52,0.66,2.66,1.31,0.03
Conor Gallagher,eng ENG,"MF,FW",Chelsea,23-072,2000,12.9,2.64,1.78,1.16,0.85,0.62,1.4,4.03,1.32,0
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23-082,2000,26,0.77,0.42,0.23,0.15,0.38,0.42,1.19,0.46,0
Sam Greenwood,eng ENG,"MF,FW",Leeds United,21-083,2002,3.8,2.89,1.84,1.84,1.05,0,0.26,3.16,0.26,0
Luke Harris,wls WAL,"MF,FW",Fulham,18-016,2005,0.1,0,0,0,0,0,0,0,0,0
Son Heung-min,kr KOR,"MF,FW",Tottenham,30-285,1992,25.4,0.75,0.35,0.2,0.31,0.24,0.39,1.14,0.2,0
Alex Iwobi,ng NGA,"MF,FW",Everton,26-351,1996,30.5,2,1.15,1.08,0.82,0.1,0.62,2.62,0.79,0
Joelinton,br BRA,"MF,FW",Newcastle Utd,26-248,1996,23.7,2.53,1.77,1.27,0.93,0.34,1.52,4.05,1.48,0
Mateusz Klich,pl POL,"MF,FW",Leeds United,32-310,1990,3.1,3.87,2.58,0.97,1.29,1.61,0,3.87,0.32,0
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22-359,2000,19.1,1.68,0.68,1.05,0.26,0.37,0.52,2.2,0.31,0
Adam Lallana,eng ENG,"MF,FW",Brighton,34-344,1988,8,1.13,0.5,0.75,0.25,0.13,0.25,1.38,0.13,0
Manuel Lanzini,ar ARG,"MF,FW",West Ham,30-063,1993,1.7,0,0,0,0,0,0.59,0.59,0,0
Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28-272,1994,0.1,0,0,0,0,0,0,0,0,0
James Maddison,eng ENG,"MF,FW",Leicester City,26-147,1996,22.1,1.67,0.86,0.81,0.63,0.23,0.54,2.22,0.23,0.05
John McGinn,sct SCO,"MF,FW",Aston Villa,28-183,1994,22.9,2.4,1.35,1,1.18,0.22,0.83,3.23,0.52,0
Mason Mount,eng ENG,"MF,FW",Chelsea,24-099,1999,18.3,1.8,1.04,0.33,0.87,0.6,0.44,2.24,0.49,0
Dango Ouattara,bf BFA,"MF,FW",Bournemouth,21-067,2002,9.4,1.81,1.06,1.28,0.32,0.21,0.96,2.77,2.02,0.11
Ayoze Pérez,es ESP,"MF,FW",Leicester City,29-264,1993,4.2,2.62,1.9,1.19,0.95,0.48,0.48,3.1,0.71,0
Dennis Praet,be BEL,"MF,FW",Leicester City,28-340,1994,6.4,1.72,1.25,0.78,0.78,0.16,0.78,2.5,0.78,0
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21-326,2001,22.4,2.68,1.61,0.94,1.29,0.45,0.94,3.62,1.16,0
Richarlison,br BRA,"MF,FW",Tottenham,25-344,1997,8.5,2.24,1.65,1.41,0.47,0.35,0.59,2.82,0.94,0
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,29-104,1994,2,2.5,1,1.5,0.5,0.5,0,2.5,1.5,0
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,30-117,1992,25.2,2.26,1.59,1.03,1.03,0.2,0.87,3.13,1.35,0
Bernardo Silva,pt POR,"MF,FW",Manchester City,28-252,1994,21.3,1.92,1.03,0.52,1.08,0.33,0.66,2.58,0.23,0
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,24-028,1999,17.5,1.77,1.14,1.09,0.57,0.11,0.51,2.29,1.31,0
Fabio Vieira,pt POR,"MF,FW",Arsenal,22-324,2000,4.7,1.28,0.85,0.64,0,0.64,0.85,2.13,0.21,0
Sergi Canós,es ESP,"FW,DF",Brentford,26-076,1997,0.9,0,0,0,0,0,0,0,1.11,0
Shane Duffy,ie IRL,"FW,DF",Fulham,31-108,1992,0.1,0,0,0,0,0,0,0,0,0
Noni Madueke,eng ENG,"FW,DF",Chelsea,21-040,2002,2.4,1.67,1.67,0.83,0.83,0,0.42,2.08,0.42,0
Solly March,eng ENG,"FW,DF",Brighton,28-273,1994,27.9,1.65,0.9,0.54,0.47,0.65,0.79,2.44,1,0
Christian Pulisic,us USA,"FW,DF",Chelsea,24-213,1998,8.7,1.26,0.69,0.34,0.69,0.23,0.46,1.72,0.46,0
Bobby Reid,jm JAM,"FW,DF",Fulham,30-076,1993,24.3,1.52,0.91,0.53,0.45,0.53,0.78,2.3,1.07,0
Djed Spence,eng ENG,"FW,DF",Tottenham,22-253,2000,0.1,0,0,0,0,0,0,0,0,0
Tyler Adams,us USA,MF,Leeds United,24-064,1999,24,3.71,1.92,1.83,1.46,0.42,1.46,5.17,1.21,0
Thiago Alcántara,es ESP,MF,Liverpool,32-008,1991,13.2,3.26,1.82,1.52,1.59,0.15,1.44,4.7,0.91,0.15
Dele Alli,eng ENG,MF,Everton,27-008,1996,0.4,0,0,0,0,0,0,0,0,0
Yasin Ayari,se SWE,MF,Brighton,19-195,2003,0.1,10,10,0,10,0,0,10,0,0
Stefan Bajcetic,es ESP,MF,Liverpool,18-179,2004,5.8,1.55,1.03,0.86,0.52,0.17,1.55,3.1,0.69,0
Shandon Baptiste,gd GRN,MF,Brentford,25-011,1998,5.7,1.75,1.23,0.7,0.88,0.18,1.05,2.81,1.4,0
Donny van de Beek,nl NED,MF,Manchester Utd,26-001,1997,1.9,0,0,0,0,0,0.53,0.53,0.53,0
Rodrigo Bentancur,uy URU,MF,Tottenham,25-298,1997,16.7,2.69,1.68,0.9,1.26,0.54,1.2,3.89,1.32,0
Yves Bissouma,ml MLI,MF,Tottenham,26-232,1996,9,1.33,1.11,0.33,0.56,0.44,1,2.33,0.78,0
Cafú,pt POR,MF,Nott'ham Forest,30-052,1993,0.1,0,0,0,0,0,0,0,10,0
Moisés Caicedo,ec ECU,MF,Brighton,21-168,2001,27.1,3.28,1.73,1.25,1.62,0.41,1.59,4.87,0.81,0.07
Tom Cairney,sct SCO,MF,Fulham,32-089,1991,6.1,2.13,0.66,0.33,0.98,0.82,0.49,2.62,0.33,0
Casemiro,br BRA,MF,Manchester Utd,31-055,1992,15.9,3.77,1.89,1.82,1.45,0.5,1.64,5.41,2.89,0
Nathaniel Chalobah,eng ENG,MF,Fulham,28-128,1994,0.1,10,10,10,0,0,0,10,20,0
Bobby Clark,eng ENG,MF,Liverpool,18-071,2005,0.1,0,0,0,0,0,0,0,0,0
Jack Colback,eng ENG,MF,Nott'ham Forest,33-177,1989,5.5,3.27,2.36,2.18,1.09,0,0.55,3.82,1.64,0
Lewis Cook,eng ENG,MF,Bournemouth,26-075,1997,17.3,2.08,1.27,0.52,1.27,0.29,1.21,3.29,1.5,0
Danilo,br BRA,MF,Nott'ham Forest,21-355,2001,5.1,2.16,0.98,0.98,0.78,0.39,0.39,2.55,2.35,0
Josh Dasilva,eng ENG,MF,Brentford,24-178,1998,14.5,1.24,0.62,0.41,0.41,0.41,0.28,1.52,0.48,0.07
Tom Davies,eng ENG,MF,Everton,24-293,1998,6,2.5,1.5,0.83,1.5,0.17,0.67,3.17,1.17,0.17
Kevin De Bruyne,be BEL,MF,Manchester City,31-295,1991,24.2,1.03,0.41,0.12,0.45,0.45,0.29,1.32,0.41,0
Leander Dendoncker,be BEL,MF,Aston Villa,28-004,1995,5.3,3.21,1.51,1.89,0.94,0.38,1.51,4.72,1.32,0
Leander Dendoncker,be BEL,MF,Wolves,28-004,1995,2.4,1.67,0.83,0,1.25,0.42,3.75,5.42,1.67,0
Halil Dervişoğlu,tr TUR,MF,Brentford,23-132,1999,0.1,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,24-225,1998,24.2,2.07,1.16,0.54,1.32,0.21,1.07,3.14,0.83,0
Ibrahima Diallo,fr FRA,MF,Southampton,24-042,1999,9,2.67,1.56,1.44,1.11,0.11,0.67,3.33,1.11,0
Abdoulaye Doucouré,ml MLI,MF,Everton,30-108,1993,11,1.73,1,0.45,0.91,0.36,0.82,2.55,0.64,0
Cheick Doucouré,ml MLI,MF,Crystal Palace,23-101,2000,25.3,2.73,1.7,1.5,1.11,0.12,2.02,4.74,1.38,0
Flynn Downes,eng ENG,MF,West Ham,24-089,1999,5.4,2.04,1.3,0.56,1.3,0.19,0.74,2.78,0.56,0
Mohamed Elneny,eg EGY,MF,Arsenal,30-282,1992,1.3,0.77,0.77,0.77,0,0,0,0.77,0,0
Christian Eriksen,dk DEN,MF,Manchester Utd,31-064,1992,17.6,0.74,0.63,0.4,0.17,0.17,0.57,1.31,1.02,0.06
Fabinho,br BRA,MF,Liverpool,29-178,1993,22.5,2.09,1.16,0.67,1.24,0.18,1.29,3.38,1.2,0
Enzo Fernández,ar ARG,MF,Chelsea,22-092,2001,10.5,3.14,2.1,2,0.95,0.19,1.14,4.29,0.76,0
Adam Forshaw,eng ENG,MF,Leeds United,31-193,1991,1.9,1.05,0.53,0,1.05,0,0,1.05,1.05,0
Fred,br BRA,MF,Manchester Utd,30-045,1993,11.4,3.51,2.19,1.93,1.32,0.26,1.32,4.82,1.32,0
Remo Freuler,ch SUI,MF,Nott'ham Forest,31-004,1992,23.2,1.81,0.95,0.99,0.65,0.17,1.21,3.02,1.81,0
Idrissa Gana Gueye,sn SEN,MF,Everton,33-205,1989,22.3,3.45,2.02,1.75,1.26,0.45,2.15,5.61,1.26,0.13
James Garner,eng ENG,MF,Everton,22-037,2001,3,2.67,2.33,0.33,2,0.33,1.67,4.33,0.33,0
Billy Gilmour,sct SCO,MF,Brighton,21-312,2001,1.8,0.56,0,0,0.56,0,0.56,1.11,1.67,0
João Gomes,br BRA,MF,Wolves,22-066,2001,3.6,5.28,2.22,2.22,2.78,0.28,0.56,5.83,2.78,0
Bruno Guimarães,br BRA,MF,Newcastle Utd,25-154,1997,22.5,2.53,1.16,0.89,1.42,0.22,1.16,3.69,0.67,0.04
İlkay Gündoğan,de GER,MF,Manchester City,32-177,1990,21.5,1.21,0.74,0.28,0.47,0.47,0.79,2,0.56,0
Jordan Henderson,eng ENG,MF,Liverpool,32-306,1990,17.9,1.28,0.89,0.45,0.61,0.22,1.06,2.35,0.73,0
Joseph Hodge,ie IRL,MF,Wolves,20-217,2002,1.9,2.63,1.05,0.53,1.58,0.53,0,2.63,1.05,0.53
Will Hughes,eng ENG,MF,Crystal Palace,28-002,1995,5.1,3.92,2.35,1.57,2.16,0.2,1.76,5.69,0.39,0
Pierre Højbjerg,dk DEN,MF,Tottenham,27-257,1995,29.8,1.61,0.87,0.77,0.67,0.17,1.44,3.05,1.91,0.03
Mathias Jensen,dk DEN,MF,Brentford,27-108,1996,26.2,2.33,1.15,0.88,1.03,0.42,1.07,3.4,0.8,0.04
Curtis Jones,eng ENG,MF,Liverpool,22-079,2001,4.7,2.55,1.28,0.85,1.06,0.64,0.21,2.77,1.06,0
Jorginho,it ITA,MF,Arsenal,31-120,1991,4.6,1.96,1.09,0.43,1.3,0.22,0.87,2.83,0.87,0
Jorginho,it ITA,MF,Chelsea,31-120,1991,14.2,2.96,1.62,1.55,0.99,0.42,1.48,4.44,0.49,0
Boubacar Kamara,fr FRA,MF,Aston Villa,23-147,1999,17.4,2.82,1.32,1.21,1.15,0.46,0.98,3.79,1.38,0.11
N'Golo Kanté,fr FRA,MF,Chelsea,32-021,1991,3.1,3.55,1.94,0.97,2.58,0,1.29,4.84,0.32,0
Naby Keïta,gn GUI,MF,Liverpool,28-068,1995,3.3,1.52,1.21,0.61,0.91,0,0.61,2.12,0.91,0
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-119,1989,8.5,2.35,1.76,1.18,0.94,0.24,0.94,3.29,2.35,0
Mateo Kovačić,hr CRO,MF,Chelsea,28-348,1994,16.2,1.98,1.3,0.86,0.8,0.31,1.05,3.02,0.8,0
Roméo Lavia,be BEL,MF,Southampton,19-103,2004,18.1,2.32,1.33,1.16,0.99,0.17,1.38,3.7,0.77,0
Mario Lemina,ga GAB,MF,Wolves,29-230,1993,8.9,2.92,2.02,1.69,1.12,0.11,1.24,4.16,1.91,0
Jefferson Lerma,co COL,MF,Bournemouth,28-176,1994,29.3,1.33,0.78,0.61,0.58,0.14,1.3,2.63,2.87,0.03
Sean Longstaff,eng ENG,MF,Newcastle Utd,25-171,1997,25.2,1.51,0.83,0.52,0.75,0.24,0.63,2.14,0.87,0
Douglas Luiz,br BRA,MF,Aston Villa,24-345,1998,25.6,2.27,1.33,1.02,0.9,0.35,1.41,3.67,0.66,0.04
Saša Lukić,rs SRB,MF,Fulham,26-249,1996,2.5,1.6,1.2,0.4,1.2,0,0.4,2,0.4,0
Alexis Mac Allister,ar ARG,MF,Brighton,24-116,1998,25,2.2,1.24,0.68,1.24,0.28,0.88,3.08,0.24,0.04
Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-000,2005,0.1,0,0,0,0,0,0,0,0,0
Orel Mangala,be BEL,MF,Nott'ham Forest,25-032,1998,10.5,1.52,0.86,0.76,0.57,0.19,1.24,2.76,0.57,0
Emiliano Marcondes,dk DEN,MF,Bournemouth,28-041,1995,0.1,0,0,0,0,0,0,0,10,0
Marquinhos,br BRA,MF,Arsenal,20-012,2003,0,0,0,0,0,0,0,0,0,0
Pape Matar Sarr,sn SEN,MF,Tottenham,20-217,2002,1.6,3.75,3.13,2.5,0.63,0.63,3.13,6.88,2.5,0
James McArthur,sct SCO,MF,Crystal Palace,35-194,1987,0.2,5,5,5,0,0,0,5,5,0
Weston McKennie,us USA,MF,Leeds United,24-234,1998,9.7,1.75,0.82,0.31,1.24,0.21,1.65,3.4,1.96,0
Scott McTominay,sct SCO,MF,Manchester Utd,26-132,1996,12.5,2.56,1.52,1.28,0.8,0.48,1.04,3.6,3.52,0
Nampalys Mendy,sn SEN,MF,Leicester City,30-300,1992,8.1,1.6,1.11,0.86,0.74,0,1.6,3.21,0.25,0
Luka Milivojević,rs SRB,MF,Crystal Palace,32-012,1991,4.8,2.71,1.46,1.46,0.83,0.42,2.5,5.21,2.08,0
João Moutinho,pt POR,MF,Wolves,36-223,1986,19.4,2.63,1.55,1.24,1.08,0.31,0.93,3.56,1.03,0
Rúben Neves,pt POR,MF,Wolves,26-037,1997,27.6,2.39,1.3,0.98,0.94,0.47,1.49,3.88,2.64,0.04
Matheus Nunes,pt POR,MF,Wolves,24-235,1998,21.8,2.61,1.74,1.24,0.96,0.41,0.5,3.12,1.19,0.05
Christian Nørgaard,dk DEN,MF,Brentford,29-040,1994,19.1,2.57,1.52,1.05,1.41,0.1,1.78,4.35,2.15,0.1
Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-187,1998,6.5,2.46,1.38,0.62,1.69,0.15,0.77,3.23,1.38,0
Amadou Onana,be BEL,MF,Everton,21-246,2001,24.5,2.57,1.67,0.94,1.43,0.2,1.14,3.71,1.39,0
Josh Onomah,eng ENG,MF,Fulham,25-357,1997,0.2,5,0,5,0,0,0,5,0,0
Frank Onyeka,ng NGA,MF,Brentford,25-108,1998,5.6,2.14,1.61,1.07,0.89,0.18,1.07,3.21,2.14,0
