Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31-220,1991,23.2,0.09,0.11,0.09,-0.02,1.03,1.25,0.47,0.26,2.11
Leon Bailey,jm JAM,"FW,MF",Aston Villa,25-253,1997,19.3,0.16,0.19,0.21,-0.03,1.24,0.93,0.98,0.73,1.35
Harvey Barnes,eng ENG,"FW,MF",Leicester City,25-131,1997,25.4,0.04,0.08,0.07,-0.04,0.59,1.3,1.02,0.16,2.56
Saïd Benrahma,dz ALG,"FW,MF",West Ham,27-252,1995,18.9,0.16,0.2,0.14,-0.04,2.12,1.32,0.85,0.48,3.49
Jarrod Bowen,eng ENG,"FW,MF",West Ham,26-120,1996,29.9,0.1,0.18,0.15,-0.08,1.34,1,0.7,0.27,1.87
Facundo Buonanotte,ar ARG,"FW,MF",Brighton,18-117,2004,0.6,1.67,0.17,0,1.5,5,3.33,0,0,1.67
Chem Campbell,wls WAL,"FW,MF",Wolves,20-110,2002,0.8,0,0,0,0,0,2.5,0,0,5
Arnaut Danjuma,nl NED,"FW,MF",Tottenham,26-078,1997,0.6,0,0,0,0,1.67,0,3.33,3.33,0
Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,26-224,1996,1.2,0,0.25,0.17,-0.25,3.33,1.67,2.5,1.67,3.33
Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,25-155,1997,7.7,0.26,0.08,0.05,0.18,0.91,0.91,0.52,0.26,2.08
Samuel Edozie,eng ENG,"FW,MF",Southampton,20-081,2003,6.1,0,0.05,0.07,-0.05,0.98,0.82,0.98,0.16,1.97
João Félix,pt POR,"FW,MF",Chelsea,23-160,1999,8.8,0,0.06,0.1,-0.06,0.8,3.07,1.48,0.11,4.43
Roberto Firmino,br BRA,"FW,MF",Liverpool,31-199,1991,12.6,0.32,0.18,0.15,0.13,1.59,3.57,1.43,0.08,6.03
Pablo Fornals,es ESP,"FW,MF",West Ham,27-056,1996,12.2,0.08,0.12,0.15,-0.04,1.15,3.69,0.66,0.33,4.51
Alejandro Garnacho,es ESP,"FW,MF",Manchester Utd,18-292,2004,5,0.4,0.2,0.18,0.2,0.4,0.2,0.2,0,1
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,23-082,2000,2,0,0.05,0.1,-0.05,0.5,5,0.5,0,6
Degnand Gnonto,it ITA,"FW,MF",Leeds United,19-165,2003,12.3,0.24,0.12,0.15,0.12,1.46,0.98,1.22,0.24,2.28
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,22-054,2001,3.5,0,0.23,0.14,-0.23,1.14,2.29,0.86,0,2.86
Demarai Gray,eng ENG,"FW,MF",Everton,26-295,1996,25.3,0.04,0.15,0.15,-0.11,1.38,1.19,0.67,0.24,1.78
Jack Grealish,eng ENG,"FW,MF",Manchester City,27-221,1995,19.7,0.3,0.29,0.28,0.01,2.08,1.22,1.73,0,4.21
Gonçalo Guedes,pt POR,"FW,MF",Wolves,26-141,1996,7.9,0.13,0.06,0.06,0.06,1.14,1.39,1.01,0.25,2.03
Jack Harrison,eng ENG,"FW,MF",Leeds United,26-150,1996,24.1,0.25,0.16,0.15,0.09,1.78,1.87,1.58,0.54,3.44
Kai Havertz,de GER,"FW,MF",Chelsea,23-312,1999,24.6,0.04,0.14,0.1,-0.1,1.42,1.67,0.93,0.08,2.97
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,27-083,1996,8.5,0.12,0.12,0.06,0,0.94,0.94,0.82,0.12,2.59
Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,26-198,1996,9.3,0.43,0.32,0.12,0.11,1.61,1.4,0.54,0,2.04
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21-331,2001,28.6,0.07,0.1,0.06,-0.03,0.8,0.35,0.56,0.14,1.05
Mateo Joseph,eng ENG,"FW,MF",Leeds United,19-182,2003,0.3,0,0,0,0,0,0,0,0,0
Diogo Jota,pt POR,"FW,MF",Liverpool,26-136,1996,8.3,0.48,0.24,0.16,0.24,1.69,2.41,0.72,0.12,2.77
Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,23-062,2000,4.7,0,0.23,0.23,-0.23,2.98,2.34,2.13,0.64,5.53
Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,22-056,2001,3.6,0.28,0.33,0.08,-0.06,1.39,0.56,0.83,0.28,1.67
Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,30-125,1992,10.3,0,0.07,0.05,-0.07,1.07,2.62,0.68,0.1,3.2
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,32-057,1991,14.4,0.35,0.34,0.24,0.01,2.43,2.01,1.94,0.42,4.17
Sekou Mara,fr FRA,"FW,MF",Southampton,20-263,2002,5.8,0.34,0.14,0.05,0.21,1.03,1.03,0.34,0,1.21
Dwight McNeil,eng ENG,"FW,MF",Everton,23-148,1999,20.8,0.1,0.2,0.19,-0.1,1.63,1.63,1.11,0.58,2.55
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,22-104,2001,4.9,0.41,0.04,0.1,0.37,0.82,1.63,1.02,0,2.24
Enock Mwepu,zm ZAM,"FW,MF",Brighton,25-108,1998,2.4,0.42,0.21,0.08,0.21,1.25,2.08,0.83,0,2.5
Pedro Neto,pt POR,"FW,MF",Wolves,23-041,2000,8.3,0,0.17,0.14,-0.17,1.81,1.2,0.96,0.48,2.41
Michael Olise,fr FRA,"FW,MF",Crystal Palace,21-128,2001,23.6,0.34,0.28,0.19,0.06,2.25,2.46,1.57,0.42,4.41
Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,29-247,1993,3.7,0,0.24,0.05,-0.24,1.35,2.16,0.54,0,3.78
Cole Palmer,eng ENG,"FW,MF",Manchester City,20-348,2002,1.7,0,0.12,0.18,-0.12,1.76,1.76,2.94,0.59,4.71
Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21-120,2001,0.6,0,0,0,0,0,0,0,0,0
Daniel Podence,pt POR,"FW,MF",Wolves,27-180,1995,18,0,0.13,0.1,-0.13,1.83,1.78,1.94,0.33,4.89
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33-221,1989,0.4,0,0.25,0,-0.25,2.5,0,0,0,0
Rodrigo,es ESP,"FW,MF",Leeds United,32-044,1991,16.5,0.06,0.09,0.05,-0.03,0.85,1.27,0.85,0.12,2.42
Georginio Rutter,fr FRA,"FW,MF",Leeds United,20-364,2002,2.7,0,0.07,0.07,-0.07,1.11,0.37,0.37,0,1.85
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23-025,2000,13.2,0.15,0.17,0.17,-0.02,2.12,1.06,2.2,0.08,4.09
Pablo Sarabia,es ESP,"FW,MF",Wolves,30-343,1992,7.1,0,0.11,0.1,-0.11,1.55,3.24,1.69,0.56,4.93
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,23-102,2000,2.7,0,0,0,0,0.37,1.85,0,0,1.85
Emile Smith Rowe,eng ENG,"FW,MF",Arsenal,22-265,2000,1.4,0.71,0.43,0.36,0.29,3.57,1.43,2.14,0,2.86
Raheem Sterling,eng ENG,"FW,MF",Chelsea,28-132,1994,16.3,0.12,0.23,0.16,-0.1,1.66,1.17,1.66,0.43,2.82
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,21-063,2002,7.8,0,0.06,0.05,-0.06,1.54,1.28,1.15,0.13,4.1
Adama Traoré,es ESP,"FW,MF",Wolves,27-084,1996,14.2,0.07,0.25,0.2,-0.18,1.48,1.06,1.34,0.92,2.25
Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,27-225,1995,1.4,0,0.07,0.07,-0.07,0.71,0,2.14,1.43,2.14
Leandro Trossard,be BEL,"FW,MF",Brighton,28-136,1994,14.6,0.14,0.14,0.14,-0.01,1.58,2.88,1.71,0.48,4.59
Deniz Undav,de GER,"FW,MF",Brighton,26-274,1996,2.9,0,0.24,0.24,-0.24,1.72,0.34,0.69,0,1.03
Theo Walcott,eng ENG,"FW,MF",Southampton,34-034,1989,7.5,0.13,0.15,0.15,-0.01,1.33,0.67,0.4,0.27,0.8
Wout Weghorst,nl NED,"FW,MF",Manchester Utd,30-255,1992,7.2,0.14,0.11,0.13,0.03,1.39,0.97,0.14,0,1.94
Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,30-160,1992,22.9,0.09,0.11,0.11,-0.02,1,0.7,1.48,0.09,2.62
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,30-031,1993,6.7,0.15,0.22,0.19,-0.07,1.64,2.84,2.24,1.04,5.37
Brenden Aaronson,us USA,"MF,FW",Leeds United,22-179,2000,24.5,0.12,0.17,0.11,-0.05,1.84,1.8,0.61,0.16,3.35
Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,21-021,2002,1,0,0.1,0,-0.1,1,3,0,0,2
Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20-140,2002,5.7,0,0.02,0.02,-0.02,0.35,1.58,0.53,0,2.28
Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,23-139,1999,11.9,0,0.05,0.08,-0.05,0.84,1.6,1.43,0.5,3.7
Joe Aribo,ng NGA,"MF,FW",Southampton,26-272,1996,12.8,0,0.06,0.04,-0.06,0.7,1.56,0.7,0,3.05
Stuart Armstrong,sct SCO,"MF,FW",Southampton,31-020,1992,12.4,0,0.14,0.18,-0.14,1.13,2.9,1.85,0.4,4.84
Philip Billing,dk DEN,"MF,FW",Bournemouth,26-312,1996,25.5,0.04,0.12,0.08,-0.08,0.78,1.53,0.2,0.08,2.51
Bryan,es ESP,"MF,FW",Tottenham,22-067,2001,1.6,0.63,0.13,0.06,0.5,1.25,1.88,1.25,0,3.13
Emi Buendía,ar ARG,"MF,FW",Aston Villa,26-115,1996,21.8,0.05,0.2,0.13,-0.15,1.47,3.49,1.51,0,5.5
Fabio Carvalho,pt POR,"MF,FW",Liverpool,20-232,2002,3.8,0,0.03,0.05,-0.03,0.26,1.84,0.53,0,2.89
Julio César Enciso,py PAR,"MF,FW",Brighton,19-086,2004,2.9,0,0.1,0.1,-0.1,1.38,2.07,1.03,0,3.79
Ryan Christie,sct SCO,"MF,FW",Bournemouth,28-056,1995,14.7,0,0.08,0.08,-0.08,1.22,2.24,1.09,0.07,3.74
Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,19-181,2003,2.6,0,0.04,0.04,-0.04,1.15,2.31,1.54,0.77,4.62
Philippe Coutinho,br BRA,"MF,FW",Aston Villa,30-311,1992,8.8,0,0.06,0.09,-0.06,0.91,3.41,0.91,0.23,5.45
Conor Coventry,ie IRL,"MF,FW",West Ham,23-025,2000,0,0,0,0,0,0,0,0,0,0
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,22-290,2000,7.6,0,0.13,0.13,-0.13,1.32,3.95,1.05,0.13,4.08
Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,19-227,2003,0.4,0,0,0,0,0,0,0,0,5
Harvey Elliott,eng ENG,"MF,FW",Liverpool,20-015,2003,16.6,0.12,0.19,0.24,-0.07,1.27,3.67,2.17,0.36,6.99
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,28-258,1994,20.5,0.05,0.1,0.07,-0.05,0.83,1.37,0.83,0.29,2.15
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24-294,1998,22.3,0.13,0.15,0.11,-0.02,1.97,3,1.21,0.09,4.3
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28-223,1994,29,0.21,0.42,0.27,-0.22,3.03,4.03,2.24,0.28,6.97
Conor Gallagher,eng ENG,"MF,FW",Chelsea,23-072,2000,12.9,0.08,0.17,0.12,-0.09,1.47,3.95,1.16,0.39,5.81
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23-082,2000,26,0.19,0.27,0.2,-0.07,2.08,2.27,1.31,0.19,4.38
Sam Greenwood,eng ENG,"MF,FW",Leeds United,21-083,2002,3.8,0.53,0.29,0.26,0.24,3.42,3.42,0.26,0,3.42
Luke Harris,wls WAL,"MF,FW",Fulham,18-016,2005,0.1,0,0,0,0,0,10,0,0,10
Son Heung-min,kr KOR,"MF,FW",Tottenham,30-285,1992,25.4,0.16,0.2,0.14,-0.05,2.01,1.06,1.1,0.16,2.6
Alex Iwobi,ng NGA,"MF,FW",Everton,26-351,1996,30.5,0.2,0.14,0.11,0.06,1.67,3.9,1.54,0.46,5.21
Joelinton,br BRA,"MF,FW",Newcastle Utd,26-248,1996,23.7,0.04,0.08,0.07,-0.04,0.84,2.83,0.68,0.13,4.26
Mateusz Klich,pl POL,"MF,FW",Leeds United,32-310,1990,3.1,0,0.06,0.06,-0.06,1.61,1.94,1.61,0,5.16
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22-359,2000,19.1,0.31,0.21,0.24,0.1,2.04,0.63,1.62,0.58,2.88
Adam Lallana,eng ENG,"MF,FW",Brighton,34-344,1988,8,0.13,0.13,0.15,0,1.75,2.88,1.13,0.13,4.13
Manuel Lanzini,ar ARG,"MF,FW",West Ham,30-063,1993,1.7,0,0,0.06,0,0,4.12,1.18,0,8.24
Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28-272,1994,0.1,0,0,0,0,0,0,10,0,10
James Maddison,eng ENG,"MF,FW",Leicester City,26-147,1996,22.1,0.27,0.31,0.21,-0.04,2.49,4.21,1.09,0.14,5.57
John McGinn,sct SCO,"MF,FW",Aston Villa,28-183,1994,22.9,0.09,0.09,0.12,0,0.61,3.84,0.74,0.22,4.41
Mason Mount,eng ENG,"MF,FW",Chelsea,24-099,1999,18.3,0.11,0.16,0.15,-0.05,1.64,3.01,1.48,0.27,5.36
Dango Ouattara,bf BFA,"MF,FW",Bournemouth,21-067,2002,9.4,0.32,0.18,0.09,0.14,1.28,1.81,1.06,0.64,1.6
Ayoze Pérez,es ESP,"MF,FW",Leicester City,29-264,1993,4.2,0.24,0.36,0.14,-0.12,2.62,3.1,1.43,0,4.76
Dennis Praet,be BEL,"MF,FW",Leicester City,28-340,1994,6.4,0,0.05,0.05,-0.05,0.31,1.25,0.78,0.16,2.34
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21-326,2001,22.4,0.22,0.14,0.08,0.08,1.38,2.77,0.89,0,3.79
Richarlison,br BRA,"MF,FW",Tottenham,25-344,1997,8.5,0.35,0.21,0.16,0.14,1.53,1.65,1.06,0.24,2.82
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,29-104,1994,2,0,0,0,0,0.5,5,0,0,6
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,30-117,1992,25.2,0.04,0.06,0.04,-0.02,0.67,2.1,0.4,0,3.53
Bernardo Silva,pt POR,"MF,FW",Manchester City,28-252,1994,21.3,0.23,0.13,0.16,0.1,1.27,3.05,1.41,0.42,5.07
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,24-028,1999,17.5,0.23,0.14,0.06,0.09,0.91,1.6,0.51,0.17,2.51
Fabio Vieira,pt POR,"MF,FW",Arsenal,22-324,2000,4.7,0.43,0.51,0.26,-0.09,2.13,4.26,1.28,0.21,5.96
Sergi Canós,es ESP,"FW,DF",Brentford,26-076,1997,0.9,0,0,0,0,1.11,2.22,1.11,0,2.22
Shane Duffy,ie IRL,"FW,DF",Fulham,31-108,1992,0.1,0,0,0,0,0,0,0,0,0
Noni Madueke,eng ENG,"FW,DF",Chelsea,21-040,2002,2.4,0,0.13,0.08,-0.13,2.92,2.5,1.25,0,4.17
Solly March,eng ENG,"FW,DF",Brighton,28-273,1994,27.9,0.25,0.27,0.21,-0.02,2.04,2.19,1.65,0.5,4.59
Christian Pulisic,us USA,"FW,DF",Chelsea,24-213,1998,8.7,0.11,0.08,0.05,0.03,1.38,1.38,0.34,0.11,2.53
Bobby Reid,jm JAM,"FW,DF",Fulham,30-076,1993,24.3,0.04,0.07,0.06,-0.03,0.74,1.36,1.4,0.41,2.22
Djed Spence,eng ENG,"FW,DF",Tottenham,22-253,2000,0.1,0,0,0,0,0,0,0,0,0
Tyler Adams,us USA,MF,Leeds United,24-064,1999,24,0,0.06,0.04,-0.06,1,4.58,0.54,0,5.67
Thiago Alcántara,es ESP,MF,Liverpool,32-008,1991,13.2,0,0.08,0.1,-0.08,1.29,7.73,1.52,0.08,8.71
Dele Alli,eng ENG,MF,Everton,27-008,1996,0.4,0,0,0,0,0,5,0,0,2.5
Yasin Ayari,se SWE,MF,Brighton,19-195,2003,0.1,0,1,3,-1,10,30,10,0,20
Stefan Bajcetic,es ESP,MF,Liverpool,18-179,2004,5.8,0,0.07,0.09,-0.07,0.69,2.93,1.21,0.17,4.14
Shandon Baptiste,gd GRN,MF,Brentford,25-011,1998,5.7,0,0.14,0.09,-0.14,1.23,3.33,1.4,0.35,6.32
Donny van de Beek,nl NED,MF,Manchester Utd,26-001,1997,1.9,0,0.05,0.05,-0.05,1.58,0,2.11,0,3.16
Rodrigo Bentancur,uy URU,MF,Tottenham,25-298,1997,16.7,0.12,0.05,0.04,0.07,0.66,3.23,0.54,0.24,4.55
Yves Bissouma,ml MLI,MF,Tottenham,26-232,1996,9,0,0.06,0.03,-0.06,0.89,4.44,0.44,0.11,5
Cafú,pt POR,MF,Nott'ham Forest,30-052,1993,0.1,0,0,0,0,0,10,0,0,10
Moisés Caicedo,ec ECU,MF,Brighton,21-168,2001,27.1,0.04,0.08,0.08,-0.05,1.25,5.09,1.11,0.18,6.16
Tom Cairney,sct SCO,MF,Fulham,32-089,1991,6.1,0,0.2,0.2,-0.2,1.64,8.03,1.8,0.66,10.2
Casemiro,br BRA,MF,Manchester Utd,31-055,1992,15.9,0.19,0.14,0.18,0.04,1.13,5.47,1.07,0.25,5.79
Nathaniel Chalobah,eng ENG,MF,Fulham,28-128,1994,0.1,0,0,0,0,0,10,0,0,0
Bobby Clark,eng ENG,MF,Liverpool,18-071,2005,0.1,0,0,1,0,0,0,10,0,10
Jack Colback,eng ENG,MF,Nott'ham Forest,33-177,1989,5.5,0,0.04,0.04,-0.04,0.36,2.18,0.55,0.18,2.91
Lewis Cook,eng ENG,MF,Bournemouth,26-075,1997,17.3,0.12,0.13,0.12,-0.02,1.33,2.95,0.64,0.46,3.24
Danilo,br BRA,MF,Nott'ham Forest,21-355,2001,5.1,0.2,0.06,0.02,0.14,0.59,2.94,0.78,0,4.51
Josh Dasilva,eng ENG,MF,Brentford,24-178,1998,14.5,0.14,0.1,0.1,0.04,0.76,2.14,1.59,0.34,3.86
Tom Davies,eng ENG,MF,Everton,24-293,1998,6,0,0.03,0.05,-0.03,0.33,4.17,0.33,0,5
Kevin De Bruyne,be BEL,MF,Manchester City,31-295,1991,24.2,0.62,0.52,0.55,0.1,3.64,4.71,3.64,0.79,9.17
Leander Dendoncker,be BEL,MF,Aston Villa,28-004,1995,5.3,0,0.09,0.02,-0.09,0.94,1.89,0,0,2.26
Leander Dendoncker,be BEL,MF,Wolves,28-004,1995,2.4,0,0,0,0,0.83,1.67,0.42,0.42,2.5
Halil Dervişoğlu,tr TUR,MF,Brentford,23-132,1999,0.1,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,24-225,1998,24.2,0.08,0.12,0.09,-0.04,1.53,4.42,0.87,0.17,5.08
Ibrahima Diallo,fr FRA,MF,Southampton,24-042,1999,9,0,0.01,0.01,-0.01,0.44,2.67,0.22,0,3.11
Abdoulaye Doucouré,ml MLI,MF,Everton,30-108,1993,11,0.18,0.12,0.07,0.06,1.18,1.91,0.64,0,2.82
Cheick Doucouré,ml MLI,MF,Crystal Palace,23-101,2000,25.3,0.12,0.07,0.04,0.05,0.91,3.6,0.4,0.04,4.47
Flynn Downes,eng ENG,MF,West Ham,24-089,1999,5.4,0,0,0,0,0.19,2.04,0.19,0,2.41
Mohamed Elneny,eg EGY,MF,Arsenal,30-282,1992,1.3,0,0,0,0,0,2.31,1.54,0,1.54
Christian Eriksen,dk DEN,MF,Manchester Utd,31-064,1992,17.6,0.4,0.18,0.16,0.22,1.59,6.19,1.25,0.23,7.05
Fabinho,br BRA,MF,Liverpool,29-178,1993,22.5,0,0.04,0.04,-0.04,0.49,3.56,0.44,0,5.07
Enzo Fernández,ar ARG,MF,Chelsea,22-092,2001,10.5,0.19,0.13,0.13,0.06,1.05,9.62,1.05,0,10.2
Adam Forshaw,eng ENG,MF,Leeds United,31-193,1991,1.9,0,0.26,0.11,-0.26,1.05,4.21,0,0,4.21
Fred,br BRA,MF,Manchester Utd,30-045,1993,11.4,0.09,0.18,0.1,-0.09,1.93,4.04,0.7,0.18,5
Remo Freuler,ch SUI,MF,Nott'ham Forest,31-004,1992,23.2,0,0.03,0.03,-0.03,0.52,1.98,0.26,0.13,2.28
Idrissa Gana Gueye,sn SEN,MF,Everton,33-205,1989,22.3,0.04,0.04,0.03,0,0.4,4.08,0.18,0,3.54
James Garner,eng ENG,MF,Everton,22-037,2001,3,0.33,0.03,0.07,0.3,0.67,3.33,0.33,0.33,3.67
Billy Gilmour,sct SCO,MF,Brighton,21-312,2001,1.8,0,0.06,0.22,-0.06,0.56,5.56,2.22,0,9.44
João Gomes,br BRA,MF,Wolves,22-066,2001,3.6,0,0.03,0.03,-0.03,0.83,2.5,0,0,2.22
Bruno Guimarães,br BRA,MF,Newcastle Utd,25-154,1997,22.5,0.18,0.13,0.1,0.05,1.2,4.44,1.47,0.04,6.58
İlkay Gündoğan,de GER,MF,Manchester City,32-177,1990,21.5,0.14,0.13,0.15,0.01,1.53,5.02,1.44,0.05,6.42
Jordan Henderson,eng ENG,MF,Liverpool,32-306,1990,17.9,0.11,0.11,0.13,0.01,1.12,6.82,1.96,0.34,8.16
Joseph Hodge,ie IRL,MF,Wolves,20-217,2002,1.9,0,0.05,0,-0.05,0.53,3.68,0.53,0,3.68
Will Hughes,eng ENG,MF,Crystal Palace,28-002,1995,5.1,0.2,0.14,0.04,0.06,0.59,3.14,0.59,0,3.73
Pierre Højbjerg,dk DEN,MF,Tottenham,27-257,1995,29.8,0.13,0.09,0.1,0.05,0.91,6.34,1.07,0.17,7.21
Mathias Jensen,dk DEN,MF,Brentford,27-108,1996,26.2,0.19,0.13,0.14,0.06,1.49,3.63,1.15,0.53,4.35
Curtis Jones,eng ENG,MF,Liverpool,22-079,2001,4.7,0.21,0.17,0.19,0.04,1.06,4.04,2.13,0.21,6.6
Jorginho,it ITA,MF,Arsenal,31-120,1991,4.6,0,0.02,0.09,-0.02,0.65,9.78,1.74,0,12.6
Jorginho,it ITA,MF,Chelsea,31-120,1991,14.2,0,0.03,0.03,-0.03,0.49,6.13,0.63,0,5.63
Boubacar Kamara,fr FRA,MF,Aston Villa,23-147,1999,17.4,0.06,0.05,0.04,0.01,0.4,3.33,0.34,0,4.6
N'Golo Kanté,fr FRA,MF,Chelsea,32-021,1991,3.1,0,0.39,0.16,-0.39,2.26,4.19,1.61,0.32,6.13
Naby Keïta,gn GUI,MF,Liverpool,28-068,1995,3.3,0,0.21,0.06,-0.21,2.42,4.55,0.61,0,4.55
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-119,1989,8.5,0,0.08,0.04,-0.08,0.71,1.29,0.24,0,2
Mateo Kovačić,hr CRO,MF,Chelsea,28-348,1994,16.2,0.06,0.11,0.1,-0.05,1.23,8.52,1.3,0.06,8.46
Roméo Lavia,be BEL,MF,Southampton,19-103,2004,18.1,0,0.03,0.03,-0.03,0.61,4.31,0.5,0,4.59
Mario Lemina,ga GAB,MF,Wolves,29-230,1993,8.9,0,0.02,0.04,-0.02,0.22,2.58,0.56,0.11,3.48
Jefferson Lerma,co COL,MF,Bournemouth,28-176,1994,29.3,0,0.06,0.08,-0.06,0.44,3.38,0.61,0.03,3.69
Sean Longstaff,eng ENG,MF,Newcastle Utd,25-171,1997,25.2,0.12,0.12,0.1,0,0.75,2.94,0.75,0.16,4.33
Douglas Luiz,br BRA,MF,Aston Villa,24-345,1998,25.6,0.2,0.12,0.09,0.07,1.41,3.44,0.63,0.12,4.41
Saša Lukić,rs SRB,MF,Fulham,26-249,1996,2.5,0,0,0.04,0,0,6.4,0,0,3.6
Alexis Mac Allister,ar ARG,MF,Brighton,24-116,1998,25,0.04,0.11,0.12,-0.07,1.2,4.64,0.88,0.04,5.16
Kobbie Mainoo,eng ENG,MF,Manchester Utd,18-000,2005,0.1,0,0,1,0,0,10,10,0,10
Orel Mangala,be BEL,MF,Nott'ham Forest,25-032,1998,10.5,0,0.01,0.01,-0.01,0.19,2.38,0.19,0,2.95
Emiliano Marcondes,dk DEN,MF,Bournemouth,28-041,1995,0.1,0,0,0,0,0,10,0,0,10
Marquinhos,br BRA,MF,Arsenal,20-012,2003,0,0,0,0,0,0,0,0,0,0
Pape Matar Sarr,sn SEN,MF,Tottenham,20-217,2002,1.6,0,0,0,0,0.63,4.38,0,0,6.88
James McArthur,sct SCO,MF,Crystal Palace,35-194,1987,0.2,0,0,0,0,0,0,0,0,0
Weston McKennie,us USA,MF,Leeds United,24-234,1998,9.7,0,0.03,0.03,-0.03,0.72,3.4,1.24,0.1,5.88
Scott McTominay,sct SCO,MF,Manchester Utd,26-132,1996,12.5,0,0.04,0.08,-0.04,0.56,2.4,0.4,0.08,2.4
Nampalys Mendy,sn SEN,MF,Leicester City,30-300,1992,8.1,0,0,0.01,0,0.25,2.47,0.37,0,3.46
Luka Milivojević,rs SRB,MF,Crystal Palace,32-012,1991,4.8,0,0.04,0.04,-0.04,0.42,2.92,0.21,0,3.54
João Moutinho,pt POR,MF,Wolves,36-223,1986,19.4,0.1,0.13,0.1,-0.03,1.8,5.31,1.13,0.21,6.65
Rúben Neves,pt POR,MF,Wolves,26-037,1997,27.6,0,0.04,0.04,-0.04,0.83,6.45,0.47,0.04,6.85
Matheus Nunes,pt POR,MF,Wolves,24-235,1998,21.8,0.05,0.09,0.05,-0.04,1.01,2.89,0.55,0.14,3.07
Christian Nørgaard,dk DEN,MF,Brentford,29-040,1994,19.1,0.16,0.16,0.09,-0.01,0.63,3.46,0.42,0.1,3.77
Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-187,1998,6.5,0,0.03,0.03,-0.03,0.62,2.92,0.46,0,3.23
Amadou Onana,be BEL,MF,Everton,21-246,2001,24.5,0.04,0.09,0.06,-0.04,0.69,2.61,0.41,0,2.49
Josh Onomah,eng ENG,MF,Fulham,25-357,1997,0.2,0,0,0,0,0,0,0,0,0
Frank Onyeka,ng NGA,MF,Brentford,25-108,1998,5.6,0.18,0.09,0.13,0.09,0.89,2.5,0.54,0,3.57
Mislav Oršić,hr CRO,MF,Southampton,30-111,1992,0.1,0,0,0,0,0,0,0,0,0
João Palhinha,pt POR,MF,Fulham,27-284,1995,26.7,0,0.01,0.01,-0.01,0.19,3.52,0.11,0,3.11
Lucas Paquetá,br BRA,MF,West Ham,25-235,1997,17.5,0.11,0.07,0.09,0.04,1.2,3.71,1.26,0.17,5.94
Thomas Partey,gh GHA,MF,Arsenal,29-310,1993,23.1,0,0.06,0.08,-0.06,0.95,8.44,0.82,0.09,8.05
Ben Pearson,eng ENG,MF,Bournemouth,28-105,1995,3.2,0,0,0,0,0,2.5,0,0,1.56
Andreas Pereira,br BRA,MF,Fulham,27-108,1996,27.6,0.22,0.18,0.13,0.03,2.14,3.01,0.76,0.33,4.2
Máximo Perrone,ar ARG,MF,Manchester City,20-102,2003,0.2,0,0,0,0,0,0,0,0,10
Kalvin Phillips,eng ENG,MF,Manchester City,27-138,1995,1.2,0,0,0,0,0.83,12.5,0,0,5.83
Isaac Price,nir NIR,MF,Everton,19-205,2003,0.4,0,0.25,0,-0.25,2.5,2.5,0,0,2.5
