Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Ludovic Ajorque,fr FRA,FW,Strasbourg,29-053,1994,8.6,0,0.1,0.09,-0.1,1.16,1.16,0.7,0,1.51
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,21-053,2002,3.4,0,0.09,0.06,-0.09,1.47,2.65,1.18,0,3.82
Doğan Alemdar,tr TUR,GK,Rennes,20-172,2002,3.5,0,0,0,0,0,0.57,0,0,0
Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,28-051,1995,21.2,0.05,0.08,0.1,-0.03,0.71,1.37,0.57,0.38,2.41
Mickaël Alphonse,gp GLP,DF,Ajaccio,33-281,1989,13.9,0,0.04,0.06,-0.04,0.65,2.81,0.72,0.36,3.17
Ibrahim Amadou,fr FRA,"DF,MF",Angers,30-013,1993,4.7,0,0.02,0,-0.02,0.21,0.85,0,0,1.06
Ayoub Amraoui,ma MAR,"DF,FW",Nice,18-340,2004,3.1,0,0.03,0.03,-0.03,0.65,3.23,0.65,0.65,4.19
Benjamin André,fr FRA,MF,Lille,32-259,1990,27.3,0.04,0.07,0.08,-0.03,0.77,9.38,0.81,0,9.38
Komnen Andrić,rs SRB,FW,Clermont Foot,27-292,1995,15.3,0.2,0.06,0.05,0.14,0.98,1.44,0.33,0,1.7
Houssem Aouar,fr FRA,MF,Lyon,24-293,1998,5.3,0.19,0.06,0.09,0.13,0.94,6.6,0.75,0,6.23
Adil Aouchiche,fr FRA,MF,Lorient,20-278,2002,2.8,0,0.04,0.04,-0.04,0.36,5.36,1.07,0,8.21
Dennis Appiah,fr FRA,"DF,MF",Nantes,30-314,1992,8.8,0,0.02,0.03,-0.02,0.45,3.41,0.8,0.45,4.43
Stredair Appuah,fr FRA,MF,Nantes,18-296,2004,0.2,0,0,0,0,5,0,0,0,5
Taïryk Arconte,fr FRA,FW,Brest,19-158,2003,1.4,0,0.07,0,-0.07,1.43,0,0,0,0.71
Mohamed El Arouch,fr FRA,MF,Lyon,19-013,2004,0,0,0,0,0,0,1,0,0,1
Lorenz Assignon,tg TOG,DF,Rennes,22-301,2000,2.2,0.45,0.14,0.14,0.32,0.45,2.27,0,0,3.18
Youcef Atal,dz ALG,"DF,MF",Nice,26-337,1996,7.1,0,0.17,0.23,-0.17,1.41,3.1,1.97,0.99,4.51
Valentin Atangana Edoa,fr FRA,MF,Reims,17-237,2005,0.8,0,0,0,0,0,2.5,0,0,1.25
Mathias Autret,fr FRA,"MF,FW",Auxerre,32-049,1991,14.1,0.14,0.14,0.14,0,1.91,4.33,1.13,0.28,5.32
Cédric Avinel,gp GLP,DF,Ajaccio,36-220,1986,17.9,0,0,0.01,0,0,0.73,0,0,1.73
Loïc Bade,fr FRA,DF,Rennes,23-008,2000,1,1,0.1,0,0.9,1,2,0,0,3
Benoît Badiashile,fr FRA,DF,Monaco,22-024,2001,9.3,0,0.04,0.09,-0.04,0.11,4.95,0.32,0,4.19
Eric Bailly,ci CIV,DF,Marseille,29-007,1994,5,0,0,0,0,0,2.4,0,0,1.4
Dénys Bain,fr FRA,DF,Auxerre,29-291,1993,1.4,0,0,0,0,0,0.71,0,0,2.14
Brandon Baiye,be BEL,MF,Clermont Foot,22-113,2000,0.6,0,0.17,0.17,-0.17,1.67,1.67,0,0,3.33
Cédric Bakambu,cd COD,MF,Marseille,32-008,1991,0.7,1.43,1.43,1,0,2.86,1.43,0,0,0
Thierno Balde,fr FRA,DF,Troyes,20-313,2002,21,0,0.05,0.07,-0.05,0.76,1.52,0.86,0.19,2.71
Carlos Baleba,cm CMR,MF,Lille,19-106,2004,3.2,0,0.03,0.03,-0.03,0.63,7.19,0.31,0,6.56
Leonardo Balerdi,ar ARG,DF,Marseille,24-083,1999,23.9,0.04,0,0.01,0.04,0.17,3.51,0.08,0.04,3.14
Folarin Balogun,eng ENG,FW,Reims,21-290,2001,26.4,0.08,0.11,0.09,-0.03,0.98,0.87,0.53,0.04,1.67
Abdoulaye Bamba,ci CIV,DF,Angers,32-359,1990,8.2,0,0.04,0.06,-0.04,0.37,3.66,0.49,0.24,2.8
Jonathan Bamba,fr FRA,FW,Lille,27-024,1996,24.2,0.21,0.21,0.21,0,1.53,2.98,1.94,0.33,5.04
Bradley Barcola,fr FRA,"FW,MF",Lyon,20-229,2002,10.4,0.29,0.19,0.17,0.1,1.54,1.35,1.44,0.38,2.69
Melvin Bard,fr FRA,DF,Nice,22-164,2000,21.8,0,0.03,0.05,-0.03,0.32,2.2,0.87,0.23,3.44
Ross Barkley,eng ENG,"MF,FW",Nice,29-135,1993,9,0.22,0.14,0.13,0.08,1.89,3,0.67,0,3.89
Mickaël Barreto,fr FRA,MF,Ajaccio,32-091,1991,10.9,0.09,0.17,0.17,-0.07,1.56,5.05,1.19,0.55,6.06
Cyrille Bayala,bf BFA,MF,Ajaccio,26-330,1996,19,0.05,0.1,0.08,-0.05,0.89,2,0.63,0.26,3.11
Yanis Begraoui,fr FRA,"FW,MF",Toulouse,21-289,2001,0.7,0,0.43,0,-0.43,2.86,1.43,1.43,0,4.29
Alexis Beka Beka,fr FRA,"MF,DF",Nice,22-021,2001,4.4,0,0,0.05,0,0.23,2.73,0.45,0.23,4.77
Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,30-011,1993,7.7,0.13,0.03,0.05,0.1,0.39,2.34,0.91,0.39,2.86
Reda Belahyane,fr FRA,MF,Nice,18-322,2004,1.1,0,0,0,0,0,1.82,0,0,3.64
Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,31-036,1992,12.1,0.25,0.29,0.27,-0.04,1.74,2.89,1.82,0.5,4.38
Youcef Belaïli,dz ALG,"FW,MF",Brest,31-036,1992,4,0.5,0.2,0.3,0.3,2,1,2,0.25,3.5
Haris Belkebla,dz ALG,MF,Brest,29-081,1994,23.1,0,0.03,0.03,-0.03,0.39,3.77,0.35,0.04,4.24
Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,24-296,1998,20.4,0.25,0.2,0.24,0.05,2.11,3.63,2.01,0.88,5.98
Jeanöel Belocian,fr FRA,DF,Rennes,18-061,2005,1.1,0,0,0,0,0,1.82,0,0,2.73
Eliesse Ben Seghir,fr FRA,"FW,MF",Monaco,18-062,2005,9.1,0.11,0.11,0.11,0,1.21,2.86,1.98,0,5.05
Salim Ben Seghir,fr FRA,MF,Marseille,20-054,2003,0,0,0,0,0,0,0,0,0,0
Wissam Ben Yedder,fr FRA,FW,Monaco,32-250,1990,19.2,0.31,0.18,0.17,0.13,0.94,1.3,1.35,0,3.28
Nabil Bentaleb,dz ALG,MF,Angers,28-146,1994,23.7,0.17,0.08,0.11,0.09,1.1,6.16,0.55,0,6.5
Patrick Berg,no NOR,"MF,FW",Lens,25-146,1997,0.3,0,0,0,0,3.33,10,3.33,0,10
Mitchell van Bergen,nl NED,"FW,DF",Reims,23-235,1999,9.4,0.11,0.28,0.23,-0.17,1.81,0.96,1.6,0.96,1.81
Quentin Bernard,fr FRA,DF,Auxerre,33-286,1989,7,0.14,0.09,0.07,0.06,1,4.43,0.86,0.57,3.86
Paul Bernardoni,fr FRA,GK,Angers,26-001,1997,23,0,0,0,0,0,0.43,0,0,0
Juan Bernat,es ESP,DF,Paris S-G,30-049,1993,12.8,0.23,0.18,0.16,0.05,1.17,2.03,0.39,0.08,1.72
Jason Berthomier,fr FRA,MF,Clermont Foot,33-103,1990,0.3,0,0,0,0,0,3.33,0,0,3.33
El Bilal Touré,ml MLI,FW,Reims,21-198,2001,1,0,0.1,0,-0.1,2,1,1,0,1
Jean-Claude Billong,cm CMR,MF,Clermont Foot,29-112,1993,0.3,0,0,0,0,0,0,0,0,13.3
Veljko Birmančević,rs SRB,"FW,MF",Toulouse,25-045,1998,3.9,0,0.05,0.05,-0.05,0.51,2.05,0.51,0,3.59
Marco Bizot,nl NED,GK,Brest,32-040,1991,30,0,0,0,0,0,0.37,0.03,0,0
Rubén Blanco,es ESP,GK,Marseille,27-268,1995,5,0,0,0,0,0,0,0,0,0
Ludovic Blas,fr FRA,"MF,FW",Nantes,25-109,1997,25.1,0.12,0.16,0.14,-0.04,1.43,3.07,0.92,0.2,5.22
Miha Blažič,si SVN,DF,Angers,29-346,1993,19.7,0,0.01,0.01,-0.01,0.05,1.98,0.1,0,2.69
Joaquín Blázquez,ar ARG,GK,Brest,22-081,2001,1,0,0,0,0,0,1,0,0,0
Myron Boadu,nl NED,FW,Monaco,22-095,2001,1.5,0,0.07,0.13,-0.07,1.33,0.67,2,0.67,1.33
Jérôme Boateng,de GER,DF,Lyon,34-228,1988,3.5,0,0.06,0.06,-0.06,0.29,2,0.57,0,1.71
Antonin Bobichon,fr FRA,MF,Angers,27-217,1995,0.2,0,1,0.5,-1,5,25,5,0,20
Quentin Boisgard,fr FRA,MF,Lorient,26-033,1997,2,0,0.05,0.2,-0.05,2,4.5,2,0,5.5
Neto Borges,br BRA,DF,Clermont Foot,26-218,1996,26.5,0,0.08,0.1,-0.08,0.94,1.89,1.25,0.49,3.09
Kenji-Van Boto,mg MAD,DF,Auxerre,27-043,1996,2,0,0,0,0,0,1,0,0,1
Kouamé Botué,bf BFA,"FW,MF",Ajaccio,20-255,2002,2.5,0,0.04,0.04,-0.04,1.2,2.4,0.4,0,1.6
Badredine Bouanani,dz ALG,"FW,MF",Nice,18-132,2004,4.8,0.63,0.31,0.17,0.31,1.46,1.25,1.88,0.83,2.92
Hicham Boudaoui,dz ALG,MF,Nice,23-208,1999,14.4,0.07,0.08,0.06,-0.01,1.32,4.58,0.76,0.07,4.38
Franci Bouebari,fr FRA,DF,Strasbourg,19-219,2003,0.8,0,0,0,0,1.25,0,0,0,0
Sofiane Boufal,ma MAR,"FW,MF",Angers,29-214,1993,9.3,0.32,0.31,0.18,0.01,2.9,3.23,1.08,0.11,6.02
Ismaëlben Boura,fr FRA,"DF,FW",Lens,22-248,2000,1,0,0.2,0.5,-0.2,1,2,2,0,6
Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,29-095,1994,27.3,0.22,0.32,0.3,-0.1,2.67,4.98,3,0.59,7.51
Bilal Brahimi,dz ALG,"FW,MF",Nice,23-036,2000,7.2,0.28,0.24,0.19,0.04,2.22,0.97,1.53,1.11,1.81
Lilian Brassier,fr FRA,DF,Brest,23-168,1999,27.4,0,0.03,0.04,-0.03,0.26,2.7,0.44,0.26,3.21
Andreas Bruus,dk DEN,"DF,FW",Troyes,24-093,1999,14.3,0.14,0.11,0.12,0.03,1.4,1.47,1.26,0.7,2.31
Joe Bryan,eng ENG,"MF,DF",Nice,29-214,1993,2,0,0,0.05,0,0.5,1,1.5,0,4
Adam Buksa,pl POL,"FW,MF",Lens,26-281,1996,0.7,0,0,0,0,0,1.43,0,0,1.43
Maxime Busi,be BEL,DF,Reims,23-187,1999,7.9,0.13,0.06,0.08,0.06,0.63,3.04,1.39,0.76,4.05
Marcin Bułka,pl POL,GK,Nice,23-197,1999,2,0,0,0,0,0,0,0,0,0
Rémy Cabella,fr FRA,"MF,FW",Lille,33-042,1990,21.9,0.32,0.37,0.42,-0.05,3.52,5.98,2.56,0.46,8.45
Jimmy Cabot,fr FRA,"DF,MF",Lens,29-001,1994,5.7,0.18,0.37,0.35,-0.19,2.98,3.33,2.28,0.7,5.09
Jens Cajuste,se SWE,MF,Reims,23-252,1999,12.6,0.08,0.08,0.06,0,0.87,3.97,0.87,0,6.11
Duje Ćaleta-Car,hr CRO,DF,Marseille,26-214,1996,0.1,0,0,0,0,0,0,0,0,0
Mahdi Camara,fr FRA,MF,Brest,24-293,1998,17.3,0,0.02,0.02,-0.02,0.35,2.43,0.23,0,3.41
Mohamed Camara,ml MLI,MF,Monaco,23-103,2000,20.1,0.15,0.09,0.06,0.05,0.75,4.78,0.5,0.1,5.17
Ousmane Camara,gn GUI,"FW,MF",Auxerre,21-167,2001,0.3,0,0.67,0.33,-0.67,3.33,3.33,3.33,3.33,6.67
Ousmane Camara,fr FRA,DF,Angers,20-044,2003,4.6,0,0,0,0,0,2.39,0,0,2.83
Axel Camblan,fr FRA,"FW,MF",Brest,19-232,2003,0.8,0,0.13,0.13,-0.13,2.5,0,0,0,5
Pierrick Capelle,fr FRA,"MF,DF",Angers,36-004,1987,14.2,0.14,0.07,0.08,0.07,0.77,3.73,0.49,0.35,4.3
Maxence Caqueret,fr FRA,MF,Lyon,23-063,2000,24.1,0.25,0.16,0.17,0.09,1.74,6.51,0.95,0.21,5.85
Irvin Cardona,fr FRA,"FW,MF",Brest,25-254,1997,2.6,0,0.12,0,-0.12,1.15,0.77,0,0,1.54
Igor Carioca,br BRA,DF,Lorient,26-241,1996,4.3,0,0.12,0.07,-0.12,0.47,3.49,1.16,0.23,4.65
Matis Carvalho,pt POR,GK,Montpellier,23-356,1999,1.5,0,0,0,0,0,0.67,0,0,0
Jean-Charles Castelletto,cm CMR,DF,Nantes,28-083,1995,21.5,0,0,0.02,0,0.05,3.3,0.19,0.09,3.91
Yoann Cathline,fr FRA,"FW,MF",Lorient,20-271,2002,10.6,0.09,0.07,0.07,0.03,0.57,1.23,1.13,0.47,2.55
Maximiliano Caufriez,be BEL,DF,Clermont Foot,26-062,1997,17.7,0,0,0.01,0,0,2.82,0.17,0,3.95
Fabien Centonze,fr FRA,DF,Nantes,27-093,1996,14.3,0,0.04,0.03,-0.04,0.56,3.43,0.77,0.63,5.31
Leonardo César Jardim,br BRA,GK,Lille,28-030,1995,6,0,,,,,,,,
Florian Chabrolle,fr FRA,MF,Ajaccio,25-012,1998,3.6,0,0,0.03,0,0,1.94,0.56,0,3.89
El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,17-338,2005,4.3,0,0.02,0.02,-0.02,0.23,4.19,0,0,4.19
Fares Chaïbi,dz ALG,"FW,MF",Toulouse,20-142,2002,21.2,0.19,0.17,0.16,0.02,1.04,2.45,0.71,0.09,3.54
Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,34-113,1988,2.8,0,0.07,0.04,-0.07,1.07,1.79,1.79,0,3.93
Brendan Chardonnet,fr FRA,DF,Brest,28-118,1994,20.7,0,0.01,0.02,-0.01,0.34,3.53,0.39,0.14,2.66
Xavier Chavalerin,fr FRA,MF,Troyes,32-043,1991,21,0.1,0.1,0.1,0,0.9,3.1,0.38,0.19,3.67
Rayan Cherki,fr FRA,"MF,FW",Lyon,19-245,2003,15.2,0.33,0.38,0.48,-0.05,3.49,3.29,3.09,0.26,6.58
Ilyes Cheti,dz ALG,DF,Angers,28-087,1995,2.3,0,0.09,0,-0.09,0.43,2.61,0.43,0.43,1.74
Lucas Chevalier,fr FRA,GK,Lille,21-164,2001,25,0,0.02,0.01,-0.02,0.08,0.52,0,0,0
Pedro Chirivella,es ESP,MF,Nantes,25-331,1997,21,0.05,0.08,0.04,-0.03,1.05,8.38,0.48,0.05,7.81
Joris Chotard,fr FRA,MF,Montpellier,21-207,2001,21.9,0.09,0.09,0.08,0,0.73,3.33,0.64,0.09,3.65
Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,21-087,2002,3.1,0,0.03,0.03,-0.03,0.97,0.32,0.65,0.65,0
Souleymane Cissé,fr FRA,DF,Clermont Foot,20-254,2002,0.4,0,0,0,0,0,0,0,0,0
Alexis Claude-Maurice,fr FRA,FW,Nice,24-317,1998,0.7,0,0,0,0,1.43,1.43,1.43,0,2.86
Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,24-317,1998,5.8,0.34,0.14,0.16,0.21,1.03,2.59,1.21,0,4.14
Jonathan Clauss,fr FRA,DF,Marseille,30-206,1992,22.5,0.36,0.27,0.24,0.08,1.64,3.24,1.78,0.76,4.31
Marcus Coco,fr FRA,"DF,FW",Nantes,26-299,1996,3.9,0,0.15,0.13,-0.15,1.03,1.79,1.03,0.77,4.1
Alexandre Coeff,fr FRA,DF,Auxerre,31-058,1992,6.5,0.15,0.05,0.02,0.11,0.15,2.92,0.15,0,4
Abdu Conté,pt POR,DF,Troyes,25-026,1998,13.1,0.15,0.15,0.13,0.01,0.99,2.75,0.99,0.46,3.89
Sébastien Corchia,fr FRA,DF,Nantes,32-169,1990,8.7,0.11,0.03,0.05,0.08,0.57,2.07,0.8,0.57,3.33
David Pereira da Costa,pt POR,"MF,FW",Lens,22-104,2001,15.4,0.19,0.26,0.27,-0.06,1.82,4.42,2.01,0.26,7.27
Logan Costa,cv CPV,"DF,MF",Toulouse,22-018,2001,1.6,0,0,0,0,0,3.13,0.63,0,1.88
Nuno da Costa,cv CPV,"FW,MF",Auxerre,32-068,1991,16.7,0.18,0.16,0.11,0.02,1.08,0.9,0.54,0.24,1.44
Benoît Costil,fr FRA,GK,Auxerre,35-290,1987,19,0,0,0,0,0,0.58,0,0,0.05
Mathieu Coutadeur,fr FRA,MF,Ajaccio,37-030,1986,17.6,0,0.06,0.07,-0.06,0.57,5.17,0.4,0.06,5.57
Nicolas Cozza,fr FRA,DF,Montpellier,24-101,1999,14.2,0.07,0.06,0.06,0.01,0.49,1.9,0.49,0.21,3.38
Damien Da Silva,fr FRA,DF,Lyon,34-337,1988,3.8,0,0,0.03,0,0,3.68,0.53,0,4.74
Colin Dagba,fr FRA,DF,Strasbourg,24-222,1998,7.9,0,0.09,0.1,-0.09,1.39,2.53,1.65,1.01,3.16
Thijs Dallinga,nl NED,FW,Toulouse,22-259,2000,21.1,0.05,0.09,0.06,-0.05,1,0.71,0.24,0.05,1.33
Flavius Daniliuc,at AUT,DF,Nice,21-357,2001,1,0,0.1,0,-0.1,1,1,1,1,4
Kévin Danois,fr FRA,MF,Auxerre,18-295,2004,0,0,0,0,0,0,0,0,0,0
Kevin Danso,at AUT,DF,Lens,24-212,1998,31,0.03,0.03,0.04,0,0.26,3.97,0.06,0,4.48
Dante,br BRA,DF,Nice,39-183,1983,29.7,0.07,0.04,0.03,0.03,0.27,4.11,0.24,0,3.91
Achraf Dari,ma MAR,DF,Brest,23-348,1999,14.6,0,0,0.01,0,0.07,1.71,0,0,2.26
Jonathan David,ca CAN,FW,Lille,23-095,2000,28.4,0.14,0.18,0.15,-0.04,1.58,1.51,0.88,0.07,2.43
Thibault De Smet,be BEL,DF,Reims,24-318,1998,16.2,0.06,0.05,0.07,0.01,0.43,4.32,0.86,0.43,4.38
Brecht Dejaegere,be BEL,MF,Toulouse,31-325,1991,18,0.06,0.09,0.11,-0.03,0.83,2.83,1.33,0,4.94
Romain Del Castillo,fr FRA,"MF,FW",Brest,27-021,1996,12.4,0.48,0.28,0.25,0.2,2.1,2.98,2.18,0.48,4.92
Thomas Delaine,fr FRA,DF,Strasbourg,31-026,1992,10.4,0.19,0.13,0.21,0.07,0.77,1.35,1.63,1.25,1.92
Sacha Delaye,fr FRA,"FW,MF",Montpellier,20-361,2002,0.2,0,0,0,0,0,0,0,0,5
Andy Delort,dz ALG,FW,Nice,31-192,1991,8.7,0.11,0.16,0.1,-0.05,1.26,1.84,0.8,0.11,2.18
Andy Delort,dz ALG,FW,Nantes,31-192,1991,4,0,0.15,0.1,-0.15,2,1,0.75,0.5,1
Karamoko Dembele,sct SCO,"FW,MF",Brest,20-056,2003,1.8,0,0.11,0.11,-0.11,1.67,1.11,1.11,0.56,2.22
Moussa Dembélé,fr FRA,"FW,MF",Lyon,26-281,1996,9.6,0,0.03,0.05,-0.03,0.42,0.83,1.04,0,2.29
Siriki Dembélé,ci CIV,MF,Auxerre,26-224,1996,3.3,0,0.21,0.21,-0.21,1.52,0.61,1.82,0.3,1.82
Branco van den Boomen,nl NED,MF,Toulouse,27-272,1995,29.1,0.27,0.25,0.24,0.03,2.68,8.01,1.62,0.34,9.21
Rémy Descamps,fr FRA,GK,Nantes,26-298,1996,1,0,0,0,0,0,1,0,0,0
Mikkel Desler,dk DEN,DF,Toulouse,28-059,1995,20.4,0.1,0.06,0.09,0.03,0.59,3.92,0.78,0.25,5.25
Bafodé Diakité,fr FRA,DF,Lille,22-103,2001,22.5,0,0.03,0.04,-0.03,0.27,4.44,0.49,0.09,5.87
Ibrahim Diakité,gn GUI,DF,Reims,19-170,2003,1.5,0,0,0,0,0,0.67,0,0,1.33
Baila Diallo,fr FRA,"DF,MF",Clermont Foot,21-299,2001,1,0,0,0.2,0,0,0,2,1,1
Habib Diallo,sn SEN,FW,Strasbourg,27-305,1995,25.1,0,0.1,0.12,-0.1,0.8,0.92,0.36,0.04,1.2
Ismael Diallo,ci CIV,DF,Ajaccio,26-080,1997,20.6,0,0.03,0.03,-0.03,0.44,3.3,0.39,0.19,3.2
Mouhamadou Diarra,sn SEN,"MF,FW",Strasbourg,19-106,2004,12,0,0.07,0.18,-0.07,0.75,2.67,1.08,0.42,3.58
Moussa Diarra,ml MLI,DF,Toulouse,22-160,2000,11.6,0.09,0.06,0.05,0.03,0.6,2.33,0.95,0.34,3.88
Stéphane Diarra,fr FRA,"FW,MF",Lorient,24-131,1998,11.8,0,0.14,0.07,-0.14,0.93,0.68,1.02,0.08,2.8
Krépin Diatta,sn SEN,"MF,FW",Monaco,24-053,1999,20.4,0.1,0.15,0.16,-0.05,1.18,2.25,1.37,0.34,3.82
Mory Diaw,sn SEN,GK,Clermont Foot,29-301,1993,31,0,0,0,0,0.06,0.9,0.06,0,0
Bamba Dieng,sn SEN,"FW,MF",Marseille,23-027,2000,2.2,0,0.05,0.05,-0.05,0.91,0.45,0.91,0.45,0.45
Bamba Dieng,sn SEN,FW,Lorient,23-027,2000,7.4,0,0.08,0.04,-0.08,0.68,0.54,0,0,0.95
Tristan Dingomé,cm CMR,MF,Troyes,32-061,1991,1.1,0,0.27,0.18,-0.27,3.64,6.36,0.91,0,5.45
Sinaly Diomande,ci CIV,DF,Lyon,22-010,2001,16.7,0,0,0.02,0,0.06,5.21,0.18,0.06,5.21
Lois Diony,fr FRA,FW,Angers,30-120,1992,4.9,0,0.06,0.04,-0.06,1.02,1.02,0.41,0.2,1.84
Edan Diop,fr FRA,DF,Monaco,18-234,2004,1.2,0,0,0.08,0,0,4.17,3.33,0,9.17
Sofiane Diop,fr FRA,"MF,FW",Nice,22-314,2000,11.2,0.36,0.13,0.13,0.23,1.43,3.04,1.07,0.27,3.93
Sofiane Diop,fr FRA,MF,Monaco,22-314,2000,0.7,0,0.14,0.14,-0.14,4.29,0,2.86,0,2.86
Yehvann Diouf,fr FRA,GK,Reims,23-154,1999,24,0,0,0,0,0.04,0.21,0,0,0.04
Axel Disasi,fr FRA,DF,Monaco,25-039,1998,30,0.1,0.04,0.05,0.06,0.27,5.93,0.37,0.1,5.53
Tiago Djaló,pt POR,DF,Lille,23-010,2000,22.4,0,0,0.01,0,0.09,3.21,0,0,3.13
Alexander Djiku,gh GHA,DF,Strasbourg,28-253,1994,26,0.08,0.03,0.05,0.05,0.38,4.19,0.5,0.15,4.92
Moussa Djitte,sn SEN,FW,Ajaccio,23-197,1999,1.5,0,0,0,0,0.67,2,0.67,0,1.33
Alan Do Marcolino,ga GAB,FW,Rennes,21-031,2002,0.2,0,0,0,0,0,0,0,0,0
Jeremy Doku,be BEL,"MF,FW",Rennes,20-327,2002,7.9,0,0.23,0.22,-0.23,2.03,1.9,2.91,0.25,4.68
Kyliane Dong,fr FRA,"DF,MF",Troyes,18-204,2004,0.6,0,0,0,0,0,0,0,0,0
Jordan Dongmo,cm CMR,MF,Troyes,22-079,2001,0.2,0,0,0,0,0,5,0,0,0
Gianluigi Donnarumma,it ITA,GK,Paris S-G,24-053,1999,31,0,0,0,0,0,0.06,0,0,0
Jodel Dossou,bj BEN,"MF,DF",Clermont Foot,31-033,1992,2.9,0,0.07,0.07,-0.07,1.03,1.72,0.34,0.34,2.07
Lohann Doucet,fr FRA,"MF,FW",Nantes,20-217,2002,1,0,0.2,0,-0.2,1,3,1,0,9
Ckene Doucouré,km COM,"FW,MF",Lorient,21-011,2002,1.2,0.83,0.5,0.5,0.33,3.33,0.83,2.5,0,4.17
Désiré Doué,fr FRA,"MF,FW",Rennes,17-320,2005,12.2,0.08,0.12,0.11,-0.04,1.23,3.36,1.07,0.08,4.67
Guela Doué,fr FRA,"FW,MF",Rennes,20-184,2002,0.1,0,0,0,0,0,0,0,0,10
Ismaël Doukouré,fr FRA,DF,Strasbourg,19-269,2003,19.3,0.05,0.02,0.04,0.03,0.16,4.09,0.41,0.05,4.2
Kamory Doumbia,ml MLI,MF,Reims,20-060,2003,10.6,0.19,0.25,0.12,-0.06,1.51,5.09,0.94,0.09,6.13
Souleyman Doumbia,ci CIV,"DF,FW",Angers,26-207,1996,19.7,0,0.08,0.09,-0.08,0.56,2.34,0.81,0.56,2.84
Rémy Dugimont,fr FRA,"FW,MF",Auxerre,36-292,1986,1.2,0.83,0.25,0.08,0.58,2.5,2.5,0.83,0,6.67
Maxime Dupé,fr FRA,GK,Toulouse,30-046,1993,31,0,0,0,0,0,0.19,0,0,0
Jean-Kevin Duverne,fr FRA,DF,Brest,25-281,1997,21.3,0,0.03,0.04,-0.03,0.38,4.13,0.42,0.28,5.35
Hugo Ekitike,fr FRA,FW,Paris S-G,20-303,2002,9.5,0.32,0.12,0.11,0.2,0.74,1.26,0.53,0,1.79
Alberth Elis,hn HON,"MF,FW",Brest,27-066,1996,2.7,0,0.07,0.11,-0.07,1.11,0.74,1.11,0.37,1.48
Sepe Elye Wahi,fr FRA,FW,Montpellier,20-107,2003,23,0.13,0.08,0.04,0.05,0.7,0.61,0.17,0,0.91
Breel Embolo,ch SUI,FW,Monaco,26-064,1997,19.5,0.1,0.16,0.12,-0.06,1.44,1.28,0.92,0,2.41
Maxime Estève,fr FRA,DF,Montpellier,20-328,2002,15.1,0,0.01,0.02,-0.01,0.07,2.19,0,0,2.45
Fábio,br BRA,"DF,MF",Nantes,32-284,1990,2.5,0,0.24,0.28,-0.24,1.6,2,2,0.4,4.4
Noah Fadiga,sn SEN,DF,Brest,23-137,1999,13.5,0,0.01,0.04,-0.01,0.15,2.67,0.59,0.22,4.15
Wout Faes,be BEL,DF,Reims,25-016,1998,3,0,0,0.07,0,0.33,2.67,0.67,0,2.67
Romain Faivre,fr FRA,"MF,FW",Lorient,24-279,1998,7,0.14,0.13,0.17,0.01,1,2.57,1.43,0.14,4.29
Romain Faivre,fr FRA,MF,Lyon,24-279,1998,3.3,0.3,0.09,0.18,0.21,1.82,5.15,0.91,0.3,7.27
Khalil Fayad,fr FRA,MF,Montpellier,18-314,2004,6.2,0.32,0.16,0.06,0.16,0.97,2.9,0.48,0.16,2.74
Cheikh Faye,sn SEN,FW,Montpellier,24-082,1999,0.4,0,0,0,0,0,0,0,0,0
Jordan Ferri,fr FRA,MF,Montpellier,31-038,1992,24.3,0.08,0.12,0.12,-0.03,1.07,5.27,1.11,0.25,7.2
Karol Fila,pl POL,DF,Strasbourg,24-310,1998,0.5,0,0,0,0,0,10,2,0,8
Alexis Flips,fr FRA,"FW,DF",Reims,23-091,2000,17.5,0.34,0.33,0.3,0.01,2.34,3.49,1.89,0.8,4.63
Seko Fofana,ci CIV,MF,Lens,27-347,1995,28.1,0.14,0.12,0.11,0.02,1,4.27,1.07,0.28,5.16
Yahia Fofana,fr FRA,GK,Angers,22-241,2000,8,0,0,0,0,0,0.25,0,0,0
Youssouf Fofana,fr FRA,MF,Monaco,24-099,1999,27.3,0.04,0.1,0.08,-0.06,0.84,5.46,0.92,0,6.85
Thomas Foket,be BEL,DF,Reims,28-206,1994,15.6,0,0.13,0.12,-0.13,1.15,2.69,0.77,0.45,3.91
José Fonte,pt POR,DF,Lille,39-118,1983,23.8,0,0.02,0.03,-0.02,0.17,3.28,0.04,0,3.19
Steven Fortes,cv CPV,DF,Lens,31-002,1992,0.1,0,0,0,0,0,0,0,0,0
