Player,Nation,Pos,Squad,Age,Born,90s,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
Przemysław Frankowski,pl POL,"DF,MF",Lens,28-007,1995,25.6,0.08,0.23,0.23,-0.15,2.23,3.13,1.72,0.86,4.49
Angelo Fulgini,fr FRA,"FW,MF",Lens,26-242,1996,6.7,0.15,0.21,0.33,-0.06,2.39,3.13,0.9,0.15,4.33
Gauthier Gallon,fr FRA,GK,Troyes,29-361,1993,24,0,0,0,0,0.04,0.38,0,0,0
Kévin Gameiro,fr FRA,FW,Strasbourg,35-345,1987,21.8,0,0.14,0.14,-0.14,1.1,1.56,0.96,0.14,2.98
Ignatius Ganago,cm CMR,"FW,MF",Nantes,24-062,1999,13.7,0.22,0.12,0.11,0.1,0.66,1.02,0.22,0,1.24
Ignatius Ganago,cm CMR,FW,Lens,24-062,1999,0.7,0,0,0,0,0,1.43,0,0,4.29
Johan Gastien,fr FRA,MF,Clermont Foot,35-084,1988,21.9,0.09,0.07,0.12,0.02,1,7.03,1.05,0.18,8.13
Denis Genreau,au AUS,MF,Toulouse,23-333,1999,3.5,0.29,0.2,0.14,0.09,1.43,2.57,1.14,0.29,4.29
Valère Germain,fr FRA,"FW,MF",Montpellier,33-002,1990,7.3,0,0.08,0.07,-0.08,0.82,1.37,0.82,0.27,1.78
Gerson,br BRA,MF,Marseille,25-334,1997,4.6,0,0.07,0.11,-0.07,0.87,3.26,0.87,0,4.57
Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,19-009,2004,0.6,0,0,0.17,0,0,1.67,0,0,1.67
Faouzi Ghoulam,dz ALG,DF,Angers,32-077,1991,5.3,0,0.15,0.09,-0.15,1.89,2.08,0.38,0.19,3.58
Samuel Gigot,fr FRA,DF,Marseille,29-189,1993,18.4,0.11,0.02,0.02,0.09,0.22,2.88,0.11,0,3.7
Andrei Girotto,br BRA,"DF,MF",Nantes,31-061,1992,29.4,0.03,0.06,0.03,-0.03,0.44,4.08,0.17,0.07,4.29
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,26-324,1996,23.5,0.3,0.23,0.22,0.07,2.17,2.64,1.96,0.21,4.64
André Gomes,pt POR,MF,Lille,29-263,1993,15.5,0.13,0.08,0.1,0.05,0.9,7.74,1.1,0.06,8.9
Angel Gomes,eng ENG,MF,Lille,22-231,2000,26.4,0.23,0.11,0.1,0.12,1.21,5.08,1.14,0,5.3
Maxime Gonalons,fr FRA,MF,Clermont Foot,34-040,1989,12.2,0,0.03,0.05,-0.03,0.57,5,0.41,0,6.64
Oumar Gonzalez,cm CMR,DF,Ajaccio,25-053,1998,22.6,0,0,0.01,0,0.04,1.11,0.04,0,2.08
Amine Gouiri,fr FRA,"FW,MF",Nice,23-062,2000,2.5,0,0.12,0.08,-0.12,1.2,0.8,0.4,0,0.4
Amine Gouiri,fr FRA,"FW,MF",Rennes,23-062,2000,21.2,0.09,0.15,0.14,-0.05,1.42,1.18,1.23,0.14,2.69
Jonathan Gradit,fr FRA,DF,Lens,30-146,1992,24.4,0.12,0.05,0.06,0.08,0.45,6.68,0.45,0.16,7.5
Andrew Gravillon,gp GLP,DF,Reims,25-070,1998,11.5,0,0.03,0.05,-0.03,0.26,2.7,0.35,0.17,3.3
Adrian Grbić,at AUT,"MF,FW",Lorient,26-258,1996,0.3,0,0,0,0,0,0,0,0,0
Gabriel Gudmundsson,se SWE,"DF,FW",Lille,23-355,1999,7.3,0,0.11,0.19,-0.11,1.37,2.47,0.96,0.82,3.42
Axel Gueguin,fr FRA,"FW,MF",Montpellier,18-026,2005,0.2,0,0,0,0,0,0,0,0,0
Mattéo Guendouzi,fr FRA,MF,Marseille,24-005,1999,20.6,0.15,0.07,0.1,0.07,0.78,5.49,1.17,0.1,6.65
Evann Guessand,fr FRA,"FW,MF",Nantes,21-292,2001,13,0.15,0.09,0.07,0.06,0.85,1.31,0.85,0.15,2.54
Pape Gueye,sn SEN,"MF,DF",Marseille,24-085,1999,5.5,0.18,0.16,0.07,0.02,0.73,4,1.09,0.36,5.64
Frederic Guilbert,fr FRA,DF,Strasbourg,28-116,1994,9.6,0,0.08,0.08,-0.08,1.15,2.08,0.83,0.52,3.75
Sehrou Guirassy,gn GUI,MF,Rennes,27-038,1996,0.3,0,0.33,0,-0.33,6.67,3.33,0,0,0
Rafik Guitane,fr FRA,FW,Reims,23-328,1999,0,0,0,0,0,0,0,0,0,0
Malo Gusto,fr FRA,DF,Lyon,19-335,2003,16,0.06,0.19,0.23,-0.13,1.44,5.13,2.25,1.69,4.75
Jaouen Hadjam,dz ALG,DF,Nantes,20-024,2003,8.1,0.12,0.04,0.04,0.09,0.86,3.46,1.36,0.62,5.06
Massadio Haïdara,ml MLI,"DF,MF",Lens,30-138,1992,15.3,0,0.04,0.07,-0.04,0.33,3.73,0.72,0.2,5.29
Achraf Hakimi,ma MAR,"DF,MF",Paris S-G,24-166,1998,19.8,0.15,0.14,0.22,0.01,1.52,1.92,1.87,0.51,4.29
Mathis Hamdi,fr FRA,DF,Troyes,19-183,2003,0.8,0,0,0,0,0,1.25,0,0,1.25
Romain Hamouma,fr FRA,"FW,MF",Ajaccio,36-021,1987,10.6,0.19,0.22,0.1,-0.03,1.23,2.74,0.66,0.09,4.06
Saïd Hamulic,nl NED,FW,Toulouse,22-158,2000,0.9,0,0,0,0,0,2.22,0,0,1.11
Amine Harit,ma MAR,"MF,FW",Marseille,25-305,1997,5.7,0,0.26,0.28,-0.26,2.63,3.68,2.81,0.18,6.67
Rhys Healey,wls WAL,FW,Toulouse,28-134,1994,0.7,0,0.29,0.14,-0.29,2.86,0,0,0,0
Gauthier Hein,fr FRA,"MF,FW",Auxerre,26-255,1996,15.1,0,0.15,0.11,-0.15,1.39,2.58,0.79,0.2,3.58
Henrique,br BRA,DF,Lyon,28-359,1994,2.5,0,0,0.04,0,0,2.4,0.4,0.4,2.8
Christophe Hérelle,mq MTQ,DF,Brest,30-240,1992,11.8,0,0.01,0.02,-0.01,0.25,0.76,0.17,0,2.03
Noah Holm,no NOR,"FW,MF",Reims,21-331,2001,2.2,0,0.14,0.05,-0.14,1.36,1.36,0.45,0,0.91
Franck Honorat,fr FRA,"FW,MF",Brest,26-251,1996,25.1,0.2,0.33,0.26,-0.13,3.03,1.39,1.63,0.92,2.47
Cédric Hountondji,bj BEN,DF,Angers,29-090,1994,29.7,0,0.01,0.01,-0.01,0.1,1.48,0.1,0,2.49
Ilyes Housni,fr FRA,FW,Paris S-G,17-340,2005,0.1,0,0,0,0,0,0,0,0,0
Adrien Hunou,fr FRA,"MF,FW",Angers,29-090,1994,21,0.05,0.1,0.04,-0.06,0.76,1.48,0.48,0.05,2.43
Mounaim El Idrissy,fr FRA,FW,Ajaccio,24-068,1999,24.1,0,0.04,0.04,-0.04,0.5,1.24,0.37,0.04,1.58
Rareş Ilie,ro ROU,"MF,FW",Nice,20-000,2003,1.6,0,0.13,0,-0.13,1.25,1.25,0,0,0.63
Bonke Innocent,ng NGA,MF,Lorient,27-089,1996,10.5,0.1,0.03,0.01,0.07,0.48,2.57,0.1,0,2.19
Ismaily,br BRA,DF,Lille,33-098,1990,16.6,0.06,0.14,0.12,-0.08,1.14,3.55,0.72,0.06,4.88
Junya Ito,jp JPN,FW,Reims,30-041,1993,25.4,0.2,0.27,0.29,-0.07,2.09,1.93,2.24,0.59,4.37
Ismail Jakobs,sn SEN,"DF,MF",Monaco,23-245,1999,7.9,0.25,0.16,0.14,0.09,1.01,3.67,1.52,1.01,4.56
Marin Jakoliš,hr CRO,FW,Angers,26-114,1996,0.3,0,0,0.67,0,0,3.33,0,0,10
Luis Javier Suárez,co COL,FW,Marseille,25-138,1997,3.3,0.3,0.12,0.06,0.18,0.91,2.42,1.21,0,3.33
Dany Jean,ht HAI,"DF,MF",Strasbourg,20-142,2002,0.1,0,0,1,0,10,0,10,0,20
Julian Jeanvier,gn GUI,DF,Auxerre,31-019,1992,16.5,0,0,0.01,0,0.06,0.97,0,0,1.39
Jefferson,br BRA,FW,Lyon,23-110,1999,1.6,0,0,0.06,0,0,2.5,0.63,0,3.75
Paul Joly,fr FRA,DF,Auxerre,22-316,2000,9.6,0,0.03,0.06,-0.03,0.73,3.54,1.35,0.83,4.27
Jubal,br BRA,DF,Auxerre,29-233,1993,28.7,0.03,0.01,0.02,0.02,0.1,2.06,0.14,0.07,2.06
Christopher Jullien,fr FRA,DF,Montpellier,30-028,1993,24.9,0.04,0.03,0.03,0.01,0.24,1.08,0.04,0,1.81
Issa Kaboré,bf BFA,DF,Marseille,21-342,2001,8,0,0.09,0.14,-0.09,1.25,2.13,1.75,0.63,5.5
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,28-329,1994,0.9,0,0,0,0,1.11,2.22,0,0,3.33
Gaël Kakuta,cd COD,FW,Lens,31-302,1991,0.2,0,0,0,0,0,10,0,0,5
Arnaud Kalimuendo,fr FRA,FW,Rennes,21-089,2002,17.7,0.17,0.12,0.1,0.05,0.62,0.96,0.34,0,1.58
Gedeon Kalulu,cd COD,DF,Lorient,25-233,1997,22,0.14,0.06,0.04,0.08,0.86,3.23,0.68,0.23,4.41
Justin-Noël Kalumba,fr FRA,DF,Angers,18-115,2004,2.4,0,0.04,0.13,-0.04,0.42,0.83,0.83,0.42,1.67
Waren Kamanzi,no NOR,DF,Toulouse,22-159,2000,4,0,0.03,0.03,-0.03,0.5,2.25,0.25,0,3.75
Bingourou Kamara,sn SEN,GK,Montpellier,26-180,1996,4.5,0,0,0,0,0,0.44,0,0,0
Nordine Kandil,fr FRA,"MF,FW",Strasbourg,21-170,2001,1.1,0.91,0.73,0.73,0.18,1.82,3.64,1.82,0,5.45
Kévin Keben Biakolo,cm CMR,DF,Toulouse,19-083,2004,3.4,0,0.06,0.03,-0.06,0.59,0.59,0.29,0,1.47
Check Keita,fr FRA,DF,Reims,20-017,2003,5.9,0,0,0,0,0.17,2.37,0,0,2.88
Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,27-357,1995,19.4,0.15,0.19,0.1,-0.03,1.8,2.22,0.57,0.1,3.35
Wahbi Khazri,tn TUN,"FW,MF",Montpellier,32-070,1991,15.3,0.07,0.07,0.08,0,0.78,2.09,0.65,0.13,2.35
Anthony Khelifa,fr FRA,DF,Ajaccio,17-211,2005,0.1,0,0,0,0,0,10,0,0,10
Presnel Kimpembe,fr FRA,DF,Paris S-G,27-249,1995,8.1,0,0.02,0.04,-0.02,0.12,4.44,0.12,0,4.94
Sead Kolašinac,ba BIH,DF,Marseille,29-303,1993,18.3,0.05,0.05,0.08,0.01,0.6,3.77,0.38,0.11,4.37
Cheick Konaté,ci CIV,DF,Clermont Foot,19-047,2004,5.7,0,0.04,0.02,-0.04,0.35,2.11,0.18,0.18,2.98
Ibrahima Koné,ml MLI,FW,Lorient,23-307,1999,11.6,0.09,0.07,0.06,0.02,0.95,1.12,0.17,0,1.81
Youssouf Koné,ml MLI,DF,Ajaccio,27-288,1995,8.5,0,0.01,0.01,-0.01,0.12,2.47,0.35,0.24,2.47
Rominigue Kouamé,ml MLI,MF,Troyes,26-123,1996,24.5,0.04,0.07,0.06,-0.03,0.78,5.31,0.45,0.08,5.96
Boubakar Kouyaté,ml MLI,DF,Montpellier,26-004,1997,9,0,0.01,0.01,-0.01,0.22,2.22,0,0,2.33
Sael Kumbedi,fr FRA,DF,Lyon,18-024,2005,10.2,0.2,0.08,0.13,0.12,0.69,1.47,0.39,0.2,2.75
Grejohn Kyei,fr FRA,FW,Clermont Foot,27-250,1995,18.6,0.11,0.05,0.06,0.06,0.43,0.97,0.43,0.11,1.29
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,20-047,2003,1.3,0,0,0,0,1.54,0.77,0.77,0,2.31
Gaëtan Laborde,fr FRA,FW,Nice,28-351,1994,20.8,0.1,0.19,0.17,-0.1,1.44,0.96,1.01,0.29,1.92
Gaëtan Laborde,fr FRA,FW,Rennes,28-351,1994,2.8,0,0.07,0.07,-0.07,1.07,1.07,0.71,0.36,1.79
Alexandre Lacazette,fr FRA,FW,Lyon,31-326,1991,25.5,0.16,0.18,0.17,-0.02,1.53,1.92,1.45,0.04,3.57
Qazim Laçi,al ALB,MF,Ajaccio,27-090,1996,2.4,0,0.08,0.17,-0.08,1.25,7.5,0.42,0,10
Alban Lafont,fr FRA,GK,Nantes,24-086,1999,30,0,0,0,0,0.03,0.33,0.03,0,0.03
Kenny Lala,fr FRA,DF,Brest,31-198,1991,9.7,0.1,0.13,0.14,-0.03,1.65,2.27,1.03,0.62,2.99
Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,24-319,1998,6.4,0.16,0.25,0.25,-0.09,1.72,0.47,0.16,0,0.78
Julien Laporte,fr FRA,DF,Lorient,29-166,1993,17.1,0,0,0.01,0,0.06,2.81,0.06,0,2.05
Yasser Larouci,dz ALG,"DF,FW",Troyes,22-108,2001,14.7,0,0.09,0.06,-0.09,0.88,2.11,0.95,0.48,3.2
